st_case,crashdate,state,statename,countyname,totalvehicles,fatals,persons,peds
510169,4/27/2015 1:20 PM,51,Virginia,AMHERST (9),1,1,1,0
510170,4/17/2015 11:25 PM,51,Virginia,AMELIA (7),1,1,2,0
510172,3/25/2015 1:00 PM,51,Virginia,RUSSELL (167),3,1,4,0
510173,4/28/2015 6:27 AM,51,Virginia,SUFFOLK (800),2,2,2,0
510174,4/28/2015 4:05 PM,51,Virginia,ACCOMACK (1),2,1,2,0
510175,2/19/2015 6:45 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510176,4/28/2015 2:25 AM,51,Virginia,AUGUSTA (15),1,1,1,0
510177,4/12/2015 2:30 AM,51,Virginia,VIRGINIA BEACH (810),2,1,5,0
510178,5/1/2015 9:05 PM,51,Virginia,PRINCE WILLIAM (153),2,1,3,0
510179,5/2/2015 8:34 AM,51,Virginia,LEE (105),1,1,1,0
510180,5/2/2015 9:36 AM,51,Virginia,FLUVANNA (65),2,1,3,0
510181,5/2/2015 9:45 PM,51,Virginia,FRANKLIN (67),1,1,1,0
510182,5/5/2015 3:53 PM,51,Virginia,CHESAPEAKE (550),2,1,2,0
510183,5/4/2015 12:35 AM,51,Virginia,WESTMORELAND (193),1,1,1,0
510184,5/4/2015 8:36 AM,51,Virginia,GILES (71),2,1,3,0
510185,5/8/2015 9:30 PM,51,Virginia,SMYTH (173),1,1,1,0
510186,5/8/2015 7:02 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510187,5/10/2015 5:05 PM,51,Virginia,WYTHE (197),2,1,2,0
510188,3/25/2015 2:09 PM,51,Virginia,ROANOKE (161),1,1,2,0
510189,5/7/2015 5:35 PM,51,Virginia,HENRICO (87),2,1,2,0
510190,5/10/2015 10:21 PM,51,Virginia,CHARLOTTE (37),1,1,1,0
510191,5/12/2015 6:00 AM,51,Virginia,SHENANDOAH (171),1,1,1,0
510192,3/8/2015 4:10 PM,51,Virginia,NORFOLK (710),2,1,2,0
510193,5/13/2015 1:56 PM,51,Virginia,CHESAPEAKE (550),3,1,5,0
510194,5/10/2015 3:02 PM,51,Virginia,VIRGINIA BEACH (810),1,1,4,1
510195,5/9/2015 8:24 PM,51,Virginia,VIRGINIA BEACH (810),1,1,1,1
510196,4/16/2015 2:07 AM,51,Virginia,ARLINGTON (13),1,1,1,0
510197,4/4/2015 1:23 PM,51,Virginia,GALAX (640),2,1,2,0
510198,5/10/2015 5:36 PM,51,Virginia,DINWIDDIE (53),1,1,1,0
510199,5/14/2015 11:23 PM,51,Virginia,FLUVANNA (65),1,1,1,0
510200,3/8/2015 1:44 AM,51,Virginia,ROANOKE (770),1,1,2,0
510201,5/10/2015 12:25 PM,51,Virginia,STAFFORD (179),3,2,8,0
510202,4/2/2015 10:08 PM,51,Virginia,NORFOLK (710),1,1,1,0
510203,5/9/2015 8:04 PM,51,Virginia,VIRGINIA BEACH (810),1,1,1,1
510204,5/7/2015 11:01 PM,51,Virginia,PRINCE GEORGE (149),1,1,1,1
510205,5/18/2015 7:10 AM,51,Virginia,BEDFORD (19),1,1,1,0
510206,3/27/2015 2:10 PM,51,Virginia,BEDFORD (19),1,1,1,0
510207,5/9/2015 4:00 PM,51,Virginia,WASHINGTON (191),1,1,1,0
510208,5/22/2015 4:15 AM,51,Virginia,PRINCE WILLIAM (153),1,1,1,1
510209,5/25/2015 1:21 PM,51,Virginia,FRANKLIN (67),2,1,3,0
510210,5/25/2015 1:17 PM,51,Virginia,PAGE (139),2,2,3,0
510211,5/16/2015 7:30 PM,51,Virginia,SMYTH (173),1,1,1,0
510212,5/26/2015 1:40 PM,51,Virginia,JAMES CITY (95),4,1,5,0
510213,5/18/2015 2:50 PM,51,Virginia,LANCASTER (103),1,1,1,0
510214,5/8/2015 6:20 PM,51,Virginia,GILES (71),1,1,6,0
510215,5/10/2015 2:33 PM,51,Virginia,WYTHE (197),3,3,5,0
510216,3/29/2015 5:53 PM,51,Virginia,FAIRFAX (59),3,1,4,0
510217,5/22/2015 3:35 PM,51,Virginia,ROCKINGHAM (165),2,1,3,0
510218,5/27/2015 6:45 PM,51,Virginia,BUCHANAN (27),1,1,1,0
510219,5/27/2015 9:35 PM,51,Virginia,LOUISA (109),1,1,1,0
510220,5/26/2015 9:00 PM,51,Virginia,HENRY (89),2,1,2,0
510221,5/6/2015 4:00 PM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510222,5/8/2015 5:38 PM,51,Virginia,HALIFAX (83),2,1,2,0
510223,5/7/2015 4:01 PM,51,Virginia,HOPEWELL (670),1,1,1,0
510224,5/28/2015 1:02 AM,51,Virginia,SPOTSYLVANIA (177),1,1,1,0
510225,5/22/2015 1:25 PM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510226,5/28/2015 11:28 AM,51,Virginia,AUGUSTA (15),2,1,2,0
510227,5/6/2015 4:10 PM,51,Virginia,ROCKBRIDGE (163),1,1,1,0
510228,3/21/2015 3:50 PM,51,Virginia,ROANOKE (161),2,2,3,0
510229,4/4/2015 8:29 PM,51,Virginia,BEDFORD (19),1,1,1,0
510230,5/30/2015 12:19 PM,51,Virginia,CHESAPEAKE (550),2,1,3,0
510231,5/14/2015 6:20 AM,51,Virginia,CHESAPEAKE (550),2,1,2,0
510232,5/25/2015 8:20 PM,51,Virginia,CHESTERFIELD (41),2,1,1,0
510233,5/25/2015 8:12 AM,51,Virginia,ALBEMARLE (3),2,1,2,0
510234,5/29/2015 2:54 PM,51,Virginia,HANOVER (85),4,3,5,0
510235,5/29/2015 6:09 PM,51,Virginia,LOUDOUN (107),2,1,2,0
510236,5/31/2015 10:09 PM,51,Virginia,GOOCHLAND (75),1,1,1,0
510237,5/27/2015 2:00 AM,51,Virginia,SPOTSYLVANIA (177),1,1,1,0
510238,5/31/2015 11:20 AM,51,Virginia,LOUDOUN (107),1,1,1,0
510239,6/3/2015 7:00 AM,51,Virginia,CAMPBELL (31),1,1,1,0
510240,5/27/2015 1:00 AM,51,Virginia,JAMES CITY (95),1,1,1,1
510241,6/4/2015 11:10 AM,51,Virginia,MIDDLESEX (119),1,1,1,0
510242,5/24/2015 1:19 PM,51,Virginia,BRUNSWICK (25),1,1,2,0
510243,5/17/2015 1:51 PM,51,Virginia,FAUQUIER (61),2,1,2,0
510244,4/29/2015 10:18 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510245,4/18/2015 7:15 AM,51,Virginia,FAIRFAX (59),1,1,2,0
510246,5/23/2015 11:20 AM,51,Virginia,CAMPBELL (31),2,1,3,0
510247,6/7/2015 2:50 PM,51,Virginia,ROCKINGHAM (165),1,1,1,0
510248,6/2/2015 8:45 PM,51,Virginia,NORFOLK (710),1,1,1,0
510249,6/7/2015 12:19 AM,51,Virginia,WESTMORELAND (193),1,2,2,0
510250,6/7/2015 3:30 AM,51,Virginia,MIDDLESEX (119),1,1,2,0
510251,6/8/2015 1:13 PM,51,Virginia,HENRY (89),1,1,2,0
510252,3/1/2015 1:07 AM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510253,5/28/2015 10:00 PM,51,Virginia,ISLE OF WIGHT (93),1,1,1,0
510254,6/5/2015 1:40 PM,51,Virginia,YORK (199),1,1,1,0
510255,6/12/2015 2:25 AM,51,Virginia,PRINCE GEORGE (149),1,1,1,0
510256,6/6/2015 6:57 AM,51,Virginia,PRINCE GEORGE (149),1,1,1,0
510257,6/15/2015 3:40 PM,51,Virginia,GOOCHLAND (75),1,1,1,1
510258,5/11/2015 11:10 PM,51,Virginia,CAROLINE (33),1,1,1,0
510259,6/12/2015 8:38 PM,51,Virginia,HENRY (89),1,1,1,0
510260,5/14/2015 7:55 PM,51,Virginia,CLARKE (43),2,2,2,0
510261,6/11/2015 4:45 PM,51,Virginia,SHENANDOAH (171),6,1,7,0
510262,6/10/2015 9:24 PM,51,Virginia,CAMPBELL (31),1,1,3,0
510263,6/14/2015 2:20 PM,51,Virginia,NELSON (125),1,1,1,0
510264,4/5/2015 12:43 AM,51,Virginia,POWHATAN (145),2,1,1,0
510265,6/7/2015 10:54 PM,51,Virginia,HANOVER (85),1,1,1,1
510266,6/14/2015 10:52 AM,51,Virginia,DANVILLE (590),2,1,3,0
510267,6/17/2015 3:18 PM,51,Virginia,HANOVER (85),1,1,1,0
510268,6/13/2015 7:05 PM,51,Virginia,RUSSELL (167),2,1,2,0
510269,5/15/2015 12:17 AM,51,Virginia,PRINCE WILLIAM (153),2,1,2,0
510270,5/21/2015 10:12 AM,51,Virginia,SALEM (775),2,1,3,0
510271,5/25/2015 4:39 PM,51,Virginia,ROCKBRIDGE (163),1,1,5,0
510272,6/11/2015 12:10 AM,51,Virginia,LOUISA (109),2,1,3,0
510273,6/17/2015 7:31 AM,51,Virginia,AMHERST (9),2,1,2,0
510274,6/18/2015 1:22 PM,51,Virginia,AMHERST (9),3,1,4,0
510275,5/24/2015 1:59 AM,51,Virginia,PRINCE GEORGE (149),1,1,3,0
510276,6/5/2015 7:48 AM,51,Virginia,ACCOMACK (1),1,1,1,1
510277,6/10/2015 11:24 AM,51,Virginia,CAROLINE (33),1,1,4,0
510278,5/11/2015 8:43 PM,51,Virginia,FAIRFAX (59),1,1,1,1
510279,6/21/2015 3:49 PM,51,Virginia,ALBEMARLE (3),1,1,3,0
510280,6/21/2015 8:26 AM,51,Virginia,HENRICO (87),2,1,4,0
510281,6/21/2015 8:43 PM,51,Virginia,PITTSYLVANIA (143),1,1,2,0
510282,6/21/2015 1:45 PM,51,Virginia,SOUTHAMPTON (175),1,1,1,0
510283,5/31/2015 1:58 AM,51,Virginia,ROANOKE (161),1,1,2,0
510284,4/19/2015 1:20 AM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510285,6/18/2015 1:25 AM,51,Virginia,SPOTSYLVANIA (177),2,1,3,0
510286,5/9/2015 3:25 AM,51,Virginia,FAIRFAX (59),2,1,3,0
510287,6/24/2015 6:59 PM,51,Virginia,RICHMOND (760),4,1,8,0
510288,4/28/2015 9:45 PM,51,Virginia,NEWPORT NEWS (700),2,1,3,0
510289,6/25/2015 4:51 PM,51,Virginia,SUFFOLK (800),2,1,2,0
510290,6/25/2015 10:34 PM,51,Virginia,PAGE (139),1,1,1,0
510291,6/27/2015 1:23 AM,51,Virginia,ARLINGTON (13),2,1,2,1
510292,6/26/2015 7:05 PM,51,Virginia,DANVILLE (590),1,1,1,0
510293,6/11/2015 3:40 AM,51,Virginia,CHESAPEAKE (550),1,1,1,1
510294,6/19/2015 3:49 AM,51,Virginia,NEWPORT NEWS (700),3,1,2,0
510295,6/21/2015 12:53 AM,51,Virginia,FLOYD (63),1,1,4,0
510296,6/19/2015 11:30 AM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510297,6/19/2015 12:09 PM,51,Virginia,CHESAPEAKE (550),1,1,1,0
510298,7/1/2015 2:05 AM,51,Virginia,NELSON (125),1,1,4,0
510299,6/30/2015 12:40 PM,51,Virginia,BOTETOURT (23),2,2,3,0
510300,7/4/2015 10:40 PM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510301,7/2/2015 8:49 PM,51,Virginia,HENRICO (87),2,1,3,0
510302,6/12/2015 12:29 PM,51,Virginia,NEWPORT NEWS (700),2,1,2,0
510303,7/4/2015 7:54 PM,51,Virginia,PITTSYLVANIA (143),2,1,5,0
510304,7/2/2015 10:25 PM,51,Virginia,FAUQUIER (61),1,1,2,0
510305,6/16/2015 11:56 AM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510306,5/31/2015 2:42 AM,51,Virginia,NEW KENT (127),2,1,2,0
510307,6/25/2015 12:10 AM,51,Virginia,FAUQUIER (61),1,2,2,0
510308,7/3/2015 7:50 AM,51,Virginia,CARROLL (35),2,1,2,0
510309,7/7/2015 10:30 PM,51,Virginia,PATRICK (141),1,1,1,0
510310,7/4/2015 12:50 PM,51,Virginia,WASHINGTON (191),2,1,7,0
510311,7/6/2015 1:50 PM,51,Virginia,FLUVANNA (65),1,1,2,0
510312,5/29/2015 6:12 PM,51,Virginia,VIRGINIA BEACH (810),2,1,3,0
510313,6/26/2015 4:00 PM,51,Virginia,NELSON (125),1,1,1,0
510314,6/30/2015 7:13 PM,51,Virginia,ACCOMACK (1),2,1,2,0
510315,5/11/2015 2:52 PM,51,Virginia,FAIRFAX (59),2,1,2,0
510316,6/20/2015 9:30 AM,51,Virginia,LOUDOUN (107),2,1,2,0
510317,6/6/2015 2:22 AM,51,Virginia,FAIRFAX (59),1,1,1,0
510318,7/2/2015 1:43 PM,51,Virginia,VIRGINIA BEACH (810),2,1,2,1
510319,7/11/2015 6:00 AM,51,Virginia,ESSEX (57),1,1,2,0
510320,7/9/2015 9:41 PM,51,Virginia,FLUVANNA (65),1,1,2,0
510321,7/12/2015 2:51 PM,51,Virginia,AMHERST (9),2,1,3,0
510322,7/13/2015 1:00 AM,51,Virginia,RICHMOND (760),1,1,1,1
510323,6/28/2015 11:40 PM,51,Virginia,AMELIA (7),1,1,1,0
510324,6/20/2015 8:12 PM,51,Virginia,CHESTERFIELD (41),1,2,3,0
510325,6/17/2015 6:30 PM,51,Virginia,WYTHE (197),2,1,4,0
510326,7/14/2015 5:50 PM,51,Virginia,PITTSYLVANIA (143),2,1,2,0
510327,7/7/2015 10:18 AM,51,Virginia,HANOVER (85),2,1,3,0
510328,7/11/2015 5:10 PM,51,Virginia,HANOVER (85),2,1,2,0
510329,6/1/2015 3:24 PM,51,Virginia,NEWPORT NEWS (700),1,1,1,1
510330,7/14/2015 6:20 PM,51,Virginia,CHARLOTTE (37),1,1,2,0
510331,7/12/2015 1:04 AM,51,Virginia,ORANGE (137),1,1,1,0
510332,5/25/2015 10:30 PM,51,Virginia,ROANOKE (161),1,1,1,0
510333,6/25/2015 8:25 PM,51,Virginia,BOTETOURT (23),2,2,7,0
510334,7/17/2015 10:15 PM,51,Virginia,ROCKBRIDGE (163),1,1,2,0
510335,7/8/2015 7:03 AM,51,Virginia,LOUDOUN (107),2,1,11,0
510336,7/10/2015 7:40 AM,51,Virginia,CHESTERFIELD (41),2,1,2,0
510337,7/14/2015 12:17 PM,51,Virginia,HENRY (89),2,1,2,0
510338,7/15/2015 2:50 PM,51,Virginia,SCOTT (169),1,1,1,0
510339,7/18/2015 3:18 PM,51,Virginia,HANOVER (85),2,1,2,0
510340,7/15/2015 3:46 PM,51,Virginia,HENRICO (87),1,1,1,0
510341,7/18/2015 1:08 AM,51,Virginia,HENRICO (87),1,1,3,0
510342,5/25/2015 6:40 PM,51,Virginia,NORFOLK (710),1,1,2,1
510343,7/21/2015 11:14 PM,51,Virginia,ALBEMARLE (3),2,1,4,0
510344,7/23/2015 11:15 AM,51,Virginia,ROCKINGHAM (165),2,1,2,0
510345,7/18/2015 8:05 PM,51,Virginia,CULPEPER (47),1,1,3,0
510346,7/26/2015 9:35 AM,51,Virginia,BUCHANAN (27),1,1,1,0
510347,4/28/2015 3:40 AM,51,Virginia,ALEXANDRIA (510),1,1,1,0
510348,7/18/2015 11:56 AM,51,Virginia,KING AND QUEEN (97),1,1,1,0
510349,7/22/2015 10:45 AM,51,Virginia,CLARKE (43),1,1,1,0
510350,7/20/2015 6:41 AM,51,Virginia,ALBEMARLE (3),2,2,5,0
510351,7/21/2015 3:14 PM,51,Virginia,ALBEMARLE (3),2,1,2,0
510352,7/24/2015 10:59 PM,51,Virginia,PITTSYLVANIA (143),3,1,5,0
510353,7/26/2015 2:35 AM,51,Virginia,PRINCE GEORGE (149),1,1,1,0
510354,7/26/2015 11:10 AM,51,Virginia,SMYTH (173),1,1,5,0
510355,7/21/2015 9:55 PM,51,Virginia,NOTTOWAY (135),3,1,5,0
510356,7/27/2015 2:35 AM,51,Virginia,CAROLINE (33),1,1,1,0
510357,7/28/2015 12:30 AM,51,Virginia,RUSSELL (167),1,1,1,0
510358,7/22/2015 12:06 PM,51,Virginia,VIRGINIA BEACH (810),2,1,4,0
510359,6/14/2015 9:44 PM,51,Virginia,WARREN (187),1,1,1,0
510360,7/27/2015 10:15 AM,51,Virginia,GRAYSON (77),1,1,1,0
510361,7/24/2015 12:20 AM,51,Virginia,RICHMOND (159),1,1,2,0
510362,7/25/2015 11:49 AM,51,Virginia,NORTHAMPTON (131),1,1,4,0
510363,7/29/2015 11:30 PM,51,Virginia,RUSSELL (167),1,1,3,0
510364,7/26/2015 6:03 PM,51,Virginia,GOOCHLAND (75),1,1,1,0
510365,5/29/2015 5:45 AM,51,Virginia,CAMPBELL (31),2,1,3,0
510366,7/22/2015 7:15 PM,51,Virginia,WESTMORELAND (193),1,1,1,1
510367,7/26/2015 5:47 AM,51,Virginia,PRINCE WILLIAM (153),1,1,2,0
510368,6/14/2015 4:42 PM,51,Virginia,HAMPTON (650),1,1,1,0
510369,7/25/2015 2:13 AM,51,Virginia,HAMPTON (650),2,1,1,0
510370,2/14/2015 12:43 AM,51,Virginia,KING GEORGE (99),1,1,10,0
510371,7/24/2015 6:28 AM,51,Virginia,HENRICO (87),1,1,1,0
510372,7/29/2015 9:50 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510373,7/26/2015 3:52 AM,51,Virginia,CHESAPEAKE (550),2,1,2,0
510374,7/30/2015 1:50 AM,51,Virginia,GOOCHLAND (75),1,1,1,0
510375,8/3/2015 6:25 PM,51,Virginia,FRANKLIN (67),2,1,2,0
510376,8/5/2015 1:30 AM,51,Virginia,CARROLL (35),1,1,3,0
510377,8/6/2015 6:34 PM,51,Virginia,BEDFORD (19),1,1,1,0
510378,7/8/2015 3:21 PM,51,Virginia,NORFOLK (710),2,1,2,0
510379,8/6/2015 7:30 PM,51,Virginia,DICKENSON (51),2,1,6,0
510380,8/4/2015 5:46 PM,51,Virginia,SPOTSYLVANIA (177),2,1,3,0
510381,8/2/2015 9:35 PM,51,Virginia,BOTETOURT (23),2,1,2,0
510382,8/9/2015 9:15 PM,51,Virginia,SOUTHAMPTON (175),1,1,1,0
510383,8/7/2015 11:43 AM,51,Virginia,NOTTOWAY (135),2,1,2,0
510384,8/5/2015 10:30 PM,51,Virginia,LYNCHBURG (680),2,1,1,0
510385,8/7/2015 11:35 PM,51,Virginia,GOOCHLAND (75),1,2,2,0
510386,8/10/2015 1:31 AM,51,Virginia,PRINCE WILLIAM (153),1,1,1,0
510387,7/27/2015 5:10 PM,51,Virginia,LOUDOUN (107),1,1,2,1
510388,8/11/2015 8:10 AM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510389,8/9/2015 5:34 AM,51,Virginia,GREENSVILLE (81),1,1,2,0
510390,8/13/2015 12:22 PM,51,Virginia,PULASKI (155),1,1,1,0
510391,8/12/2015 8:45 AM,51,Virginia,LOUISA (109),2,1,2,0
510392,6/26/2015 2:28 PM,51,Virginia,ROANOKE (161),1,1,1,0
510393,8/9/2015 9:00 PM,51,Virginia,SUFFOLK (800),1,1,1,0
510394,8/13/2015 5:45 AM,51,Virginia,WASHINGTON (191),2,2,2,0
510395,8/14/2015 9:59 PM,51,Virginia,HENRY (89),2,1,3,0
510396,8/14/2015 10:31 PM,51,Virginia,CAMPBELL (31),1,1,1,0
510397,8/13/2015 11:25 PM,51,Virginia,TAZEWELL (185),1,1,1,0
510398,8/14/2015 1:45 AM,51,Virginia,GLOUCESTER (73),1,1,1,0
510399,6/15/2015 3:00 PM,51,Virginia,CULPEPER (47),1,1,1,1
510400,7/8/2015 8:43 PM,51,Virginia,POWHATAN (145),2,1,3,0
510401,8/2/2015 1:57 PM,51,Virginia,JAMES CITY (95),1,1,2,0
510402,8/9/2015 5:10 AM,51,Virginia,FREDERICKSBURG (630),1,1,1,0
510403,8/9/2015 3:10 PM,51,Virginia,CAROLINE (33),2,1,3,0
510404,8/6/2015 8:07 PM,51,Virginia,COLONIAL HEIGHTS (570),2,1,2,0
510405,8/18/2015 12:05 PM,51,Virginia,CHESTERFIELD (41),2,1,2,0
510406,8/18/2015 12:30 PM,51,Virginia,CAROLINE (33),2,1,2,0
510407,8/4/2015 7:30 AM,51,Virginia,WYTHE (197),1,1,1,1
510408,8/8/2015 10:55 PM,51,Virginia,FAIRFAX (59),1,1,1,0
510409,6/27/2015 1:06 AM,51,Virginia,FAUQUIER (61),1,1,1,0
510410,8/21/2015 1:50 AM,51,Virginia,CARROLL (35),1,1,1,0
510411,8/18/2015 4:17 PM,51,Virginia,PULASKI (155),1,1,5,0
510412,8/21/2015 10:08 PM,51,Virginia,HENRY (89),2,2,4,0
510413,8/21/2015 9:55 PM,51,Virginia,HENRICO (87),1,1,1,1
510414,8/21/2015 7:52 AM,51,Virginia,PRINCE WILLIAM (153),1,1,1,0
510415,8/22/2015 4:50 PM,51,Virginia,RICHMOND (760),2,1,3,0
510416,8/25/2015 5:22 PM,51,Virginia,RICHMOND (760),3,1,2,0
510417,8/8/2015 3:40 PM,51,Virginia,HANOVER (85),2,1,3,0
510418,8/19/2015 9:15 PM,51,Virginia,HALIFAX (83),2,1,2,0
510419,8/30/2015 2:39 AM,51,Virginia,YORK (199),1,1,1,1
510420,8/30/2015 11:35 AM,51,Virginia,NELSON (125),2,1,3,0
510421,8/31/2015 6:40 PM,51,Virginia,SHENANDOAH (171),2,1,2,0
510422,9/2/2015 4:29 PM,51,Virginia,SUFFOLK (800),2,1,3,0
510423,9/3/2015 12:53 PM,51,Virginia,PITTSYLVANIA (143),1,1,2,0
510424,8/23/2015 2:45 PM,51,Virginia,NEW KENT (127),1,1,1,0
510425,9/3/2015 4:00 PM,51,Virginia,GRAYSON (77),1,1,1,0
510426,8/2/2015 6:56 PM,51,Virginia,FREDERICK (69),1,1,1,0
510427,9/1/2015 10:30 PM,51,Virginia,ORANGE (137),1,1,2,0
510428,9/4/2015 3:35 PM,51,Virginia,HENRY (89),2,2,5,0
510429,9/5/2015 12:52 PM,51,Virginia,SUFFOLK (800),1,1,1,0
510430,9/3/2015 6:15 AM,51,Virginia,CARROLL (35),1,1,1,0
510431,9/5/2015 12:57 PM,51,Virginia,GLOUCESTER (73),1,1,1,0
510432,9/4/2015 10:40 PM,51,Virginia,HENRICO (87),2,1,2,0
510433,9/7/2015 9:40 AM,51,Virginia,YORK (199),1,1,1,0
510434,9/6/2015 6:45 PM,51,Virginia,ESSEX (57),2,1,3,0
510435,9/8/2015 12:29 PM,51,Virginia,TAZEWELL (185),1,1,2,0
510436,9/5/2015 5:40 PM,51,Virginia,DINWIDDIE (53),1,1,2,0
510437,9/6/2015 2:21 AM,51,Virginia,SPOTSYLVANIA (177),1,1,1,0
510438,9/5/2015 11:04 AM,51,Virginia,HANOVER (85),1,1,1,1
510439,8/30/2015 2:32 PM,51,Virginia,SUFFOLK (800),1,1,1,0
510440,8/3/2015 1:14 AM,51,Virginia,SOUTHAMPTON (175),1,1,2,0
510441,8/13/2015 9:20 AM,51,Virginia,KING GEORGE (99),2,1,2,0
510442,8/18/2015 4:32 AM,51,Virginia,NORTHAMPTON (131),2,1,4,0
510443,8/21/2015 5:30 AM,51,Virginia,FREDERICK (69),1,1,3,0
510444,8/27/2015 2:15 PM,51,Virginia,FAIRFAX (59),1,1,1,0
510445,8/29/2015 10:08 PM,51,Virginia,FLUVANNA (65),1,1,1,0
510446,8/30/2015 1:57 PM,51,Virginia,ACCOMACK (1),2,1,4,0
510447,9/6/2015 11:36 PM,51,Virginia,NORFOLK (710),1,1,1,0
510448,9/5/2015 3:00 PM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510449,9/9/2015 3:56 AM,51,Virginia,NEWPORT NEWS (700),1,1,1,0
510450,9/10/2015 5:47 PM,51,Virginia,AMHERST (9),1,1,1,0
510451,9/13/2015 1:15 AM,51,Virginia,MADISON (113),1,1,1,1
510452,9/11/2015 3:56 PM,51,Virginia,SPOTSYLVANIA (177),2,1,3,0
510453,9/13/2015 1:12 AM,51,Virginia,NEW KENT (127),1,1,1,0
510454,9/13/2015 10:00 AM,51,Virginia,PITTSYLVANIA (143),1,1,3,0
510455,9/12/2015 3:00 PM,51,Virginia,CHESTERFIELD (41),3,1,3,1
510456,8/30/2015 3:48 AM,51,Virginia,HENRICO (87),1,1,1,0
510457,9/7/2015 2:53 PM,51,Virginia,PORTSMOUTH (740),1,2,4,0
510458,9/16/2015 5:36 PM,51,Virginia,HENRY (89),1,1,2,0
510459,8/30/2015 2:16 PM,51,Virginia,PRINCE WILLIAM (153),2,1,2,0
510460,9/1/2015 2:00 PM,51,Virginia,SUSSEX (183),2,1,2,0
510461,9/10/2015 11:40 AM,51,Virginia,BUCHANAN (27),1,1,2,0
510462,9/13/2015 5:00 PM,51,Virginia,SPOTSYLVANIA (177),3,1,8,0
510463,9/16/2015 7:47 PM,51,Virginia,WESTMORELAND (193),2,1,3,0
510464,9/16/2015 3:00 PM,51,Virginia,RUSSELL (167),2,1,5,0
510465,9/18/2015 3:40 PM,51,Virginia,GRAYSON (77),2,1,2,0
510466,9/11/2015 7:00 PM,51,Virginia,BLAND (21),1,1,1,0
510467,9/19/2015 8:28 AM,51,Virginia,HANOVER (85),1,1,1,0
510468,9/21/2015 7:11 AM,51,Virginia,DINWIDDIE (53),1,1,1,0
510469,9/19/2015 4:35 PM,51,Virginia,APPOMATTOX (11),1,1,2,0
510470,9/21/2015 12:30 AM,51,Virginia,CHARLES CITY (36),1,1,2,0
510471,9/16/2015 10:30 PM,51,Virginia,STAFFORD (179),2,1,2,0
510472,9/19/2015 1:10 PM,51,Virginia,KING AND QUEEN (97),1,1,1,0
510473,7/31/2015 8:05 PM,51,Virginia,JAMES CITY (95),1,1,2,0
510474,8/3/2015 9:25 PM,51,Virginia,FAIRFAX (59),2,1,2,0
510475,8/16/2015 2:12 PM,51,Virginia,FAIRFAX (59),2,1,3,0
510476,9/16/2015 7:20 PM,51,Virginia,FLOYD (63),1,1,1,0
510477,9/17/2015 4:42 PM,51,Virginia,WYTHE (197),2,1,4,0
510478,9/19/2015 5:01 PM,51,Virginia,MADISON (113),1,1,2,0
510479,9/25/2015 5:40 PM,51,Virginia,RUSSELL (167),2,1,2,0
510480,9/23/2015 9:19 AM,51,Virginia,SCOTT (169),1,1,1,1
510481,9/18/2015 10:20 AM,51,Virginia,PATRICK (141),1,1,2,0
510482,9/26/2015 3:20 AM,51,Virginia,BUCKINGHAM (29),1,1,3,0
510483,7/30/2015 5:18 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510484,9/7/2015 10:15 AM,51,Virginia,CULPEPER (47),2,1,2,0
510485,9/10/2015 3:15 AM,51,Virginia,MECKLENBURG (117),1,1,2,0
510486,9/22/2015 8:00 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510487,9/23/2015 3:17 PM,51,Virginia,NORFOLK (710),3,1,3,0
510488,9/25/2015 5:22 PM,51,Virginia,PITTSYLVANIA (143),2,1,2,0
510489,9/28/2015 6:49 PM,51,Virginia,PITTSYLVANIA (143),2,1,2,0
510490,9/28/2015 10:50 PM,51,Virginia,STAFFORD (179),1,1,1,0
510491,9/21/2015 7:20 AM,51,Virginia,PRINCE GEORGE (149),1,1,1,0
510492,9/12/2015 8:53 PM,51,Virginia,AMELIA (7),3,1,9,2
510493,9/22/2015 10:22 PM,51,Virginia,SPOTSYLVANIA (177),2,1,2,0
510494,9/24/2015 11:04 PM,51,Virginia,SPOTSYLVANIA (177),1,1,1,0
510495,9/28/2015 2:50 PM,51,Virginia,PRINCE GEORGE (149),1,2,2,0
510496,9/29/2015 3:05 PM,51,Virginia,POWHATAN (145),1,1,1,0
510497,9/28/2015 9:10 PM,51,Virginia,LEE (105),1,1,1,0
510498,9/30/2015 6:50 PM,51,Virginia,FREDERICK (69),2,1,3,0
510499,7/25/2015 11:30 AM,51,Virginia,ALBEMARLE (3),2,1,2,0
510500,9/18/2015 10:31 AM,51,Virginia,SOUTHAMPTON (175),2,1,2,0
