st_case,crashdate,state,statename,countyname,totalvehicles,fatals,persons,peds
10277,6/3/2015 5:25 PM,1,Alabama,LAUDERDALE (77),2,1,4,0
10278,6/4/2015 3:29 AM,1,Alabama,MADISON (89),3,1,3,1
10279,6/11/2015 1:21 PM,1,Alabama,ST. CLAIR (115),2,1,2,0
10280,6/15/2015 9:52 PM,1,Alabama,MOBILE (97),2,1,4,0
10281,6/16/2015 9:25 AM,1,Alabama,ST. CLAIR (115),1,1,3,0
10282,4/28/2015 8:10 PM,1,Alabama,BALDWIN (3),1,1,1,1
10283,5/23/2015 5:00 AM,1,Alabama,MOBILE (97),1,1,1,1
10284,5/28/2015 12:30 PM,1,Alabama,CULLMAN (43),2,1,5,0
10285,5/28/2015 3:30 PM,1,Alabama,PERRY (105),3,1,4,0
10286,5/30/2015 2:36 PM,1,Alabama,ST. CLAIR (115),5,1,7,0
10287,6/1/2015 7:10 AM,1,Alabama,HENRY (67),2,1,2,0
10288,5/30/2015 7:50 PM,1,Alabama,BULLOCK (11),1,1,4,0
10289,6/2/2015 9:10 PM,1,Alabama,MORGAN (103),1,1,1,0
10290,6/3/2015 4:23 PM,1,Alabama,ST. CLAIR (115),2,2,2,0
10291,6/3/2015 11:50 PM,1,Alabama,TUSCALOOSA (125),1,1,1,1
10292,6/5/2015 3:28 AM,1,Alabama,COLBERT (33),1,1,1,1
10293,6/6/2015 7:32 PM,1,Alabama,JACKSON (71),1,1,2,0
10294,6/8/2015 12:25 AM,1,Alabama,MARSHALL (95),1,1,1,0
10295,6/8/2015 5:20 AM,1,Alabama,MONTGOMERY (101),1,1,1,0
10296,6/9/2015 7:10 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10297,6/10/2015 12:40 PM,1,Alabama,PIKE (109),2,2,2,0
10298,6/11/2015 3:57 PM,1,Alabama,HOUSTON (69),1,1,1,1
10299,6/12/2015 6:45 PM,1,Alabama,ELMORE (51),2,1,2,0
10300,6/14/2015 2:55 AM,1,Alabama,MONTGOMERY (101),1,1,2,1
10301,6/12/2015 1:15 AM,1,Alabama,MOBILE (97),1,1,2,0
10302,6/16/2015 2:10 AM,1,Alabama,CULLMAN (43),1,1,1,0
10303,6/14/2015 2:23 AM,1,Alabama,BUTLER (13),2,1,4,0
10304,6/6/2015 8:30 PM,1,Alabama,MOBILE (97),3,1,7,0
10305,6/19/2015 4:09 PM,1,Alabama,CULLMAN (43),3,1,2,1
10306,6/21/2015 3:07 PM,1,Alabama,CULLMAN (43),2,1,2,0
10307,6/15/2015 12:15 PM,1,Alabama,MOBILE (97),1,1,1,0
10308,6/14/2015 4:21 AM,1,Alabama,JEFFERSON (73),3,2,5,0
10309,6/19/2015 5:40 AM,1,Alabama,WALKER (127),2,1,2,0
10310,6/20/2015 8:15 AM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10311,6/21/2015 2:03 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10312,6/20/2015 2:15 AM,1,Alabama,CLEBURNE (29),1,1,1,0
10313,6/23/2015 2:52 PM,1,Alabama,MARSHALL (95),1,1,1,0
10314,6/14/2015 5:33 PM,1,Alabama,CULLMAN (43),2,1,2,0
10315,1/5/2015 6:30 PM,1,Alabama,SUMTER (119),1,1,1,0
10316,5/28/2015 6:32 PM,1,Alabama,JEFFERSON (73),1,2,3,0
10317,7/1/2015 2:30 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10318,6/10/2015 2:10 AM,1,Alabama,ESCAMBIA (53),1,1,1,0
10319,6/16/2015 8:53 PM,1,Alabama,COVINGTON (39),2,1,3,0
10320,6/17/2015 10:45 AM,1,Alabama,HOUSTON (69),3,1,3,0
10321,6/17/2015 5:45 PM,1,Alabama,BALDWIN (3),2,1,3,0
10322,6/20/2015 12:15 PM,1,Alabama,PIKE (109),3,1,4,0
10323,6/21/2015 3:56 AM,1,Alabama,BALDWIN (3),1,1,2,0
10324,6/21/2015 6:51 PM,1,Alabama,GREENE (63),2,1,2,0
10325,6/23/2015 12:35 PM,1,Alabama,COLBERT (33),1,1,2,0
10326,6/25/2015 7:40 AM,1,Alabama,LAMAR (75),1,1,2,0
10327,6/25/2015 8:25 PM,1,Alabama,ETOWAH (55),1,1,2,0
10328,6/26/2015 1:15 AM,1,Alabama,DALE (45),1,1,1,0
10329,6/26/2015 5:38 AM,1,Alabama,CALHOUN (15),2,1,2,0
10330,6/26/2015 9:50 AM,1,Alabama,BARBOUR (5),2,1,2,0
10331,6/26/2015 9:03 PM,1,Alabama,FRANKLIN (59),1,1,1,0
10332,6/25/2015 6:01 AM,1,Alabama,JACKSON (71),2,1,2,0
10333,6/27/2015 5:00 PM,1,Alabama,HOUSTON (69),2,1,2,0
10334,6/27/2015 1:05 PM,1,Alabama,CRENSHAW (41),1,1,1,0
10335,6/28/2015 6:20 AM,1,Alabama,MORGAN (103),1,1,1,0
10336,6/28/2015 6:40 PM,1,Alabama,PICKENS (107),1,1,2,0
10337,7/1/2015 3:30 PM,1,Alabama,MORGAN (103),2,1,8,0
10338,7/2/2015 7:00 AM,1,Alabama,WILCOX (131),1,1,1,0
10339,7/2/2015 10:12 AM,1,Alabama,ST. CLAIR (115),2,1,2,0
10340,7/2/2015 11:25 AM,1,Alabama,DEKALB (49),1,1,1,0
10341,6/13/2015 12:40 AM,1,Alabama,SUMTER (119),1,1,1,0
10342,7/3/2015 6:05 PM,1,Alabama,PICKENS (107),3,1,6,0
10344,7/1/2015 5:25 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10345,6/30/2015 6:04 AM,1,Alabama,MOBILE (97),1,1,1,0
10346,5/2/2015 12:22 AM,1,Alabama,ETOWAH (55),1,1,1,0
10347,5/21/2015 10:45 AM,1,Alabama,BALDWIN (3),2,1,2,0
10348,6/7/2015 3:54 PM,1,Alabama,ESCAMBIA (53),2,3,5,0
10349,6/17/2015 2:30 PM,1,Alabama,LAWRENCE (79),2,1,6,0
10350,6/22/2015 10:27 PM,1,Alabama,MADISON (89),2,1,2,0
10351,7/1/2015 7:50 PM,1,Alabama,ELMORE (51),1,1,2,0
10352,7/2/2015 6:26 PM,1,Alabama,MADISON (89),2,1,2,0
10353,7/2/2015 7:30 PM,1,Alabama,ELMORE (51),2,1,2,0
10354,7/4/2015 5:40 PM,1,Alabama,ELMORE (51),1,1,3,0
10355,7/4/2015 7:00 PM,1,Alabama,SUMTER (119),1,1,1,0
10356,7/5/2015 2:35 AM,1,Alabama,MADISON (89),3,1,3,0
10357,7/7/2015 10:18 PM,1,Alabama,MONTGOMERY (101),1,1,1,1
10358,7/2/2015 9:43 PM,1,Alabama,MONROE (99),1,2,3,0
10359,7/7/2015 2:08 PM,1,Alabama,LAUDERDALE (77),2,1,2,0
10360,7/8/2015 6:35 AM,1,Alabama,SHELBY (117),2,2,4,0
10361,7/9/2015 11:00 PM,1,Alabama,WASHINGTON (129),1,1,1,0
10362,7/28/2015 3:12 AM,1,Alabama,MONTGOMERY (101),1,1,2,0
10363,7/28/2015 11:05 PM,1,Alabama,SHELBY (117),1,1,2,0
10364,7/29/2015 5:21 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10365,7/29/2015 9:49 PM,1,Alabama,LIMESTONE (83),1,1,2,1
10366,7/20/2015 11:20 AM,1,Alabama,LAMAR (75),1,1,3,0
10367,7/23/2015 1:58 PM,1,Alabama,MOBILE (97),1,1,1,0
10368,7/25/2015 12:10 AM,1,Alabama,TUSCALOOSA (125),2,1,3,0
10369,7/26/2015 2:30 AM,1,Alabama,DALLAS (47),1,1,1,1
10370,7/28/2015 9:10 AM,1,Alabama,JEFFERSON (73),2,1,3,0
10371,7/28/2015 10:58 AM,1,Alabama,COVINGTON (39),2,1,2,0
10372,7/28/2015 8:55 PM,1,Alabama,WASHINGTON (129),2,1,2,0
10373,7/19/2015 8:10 AM,1,Alabama,CALHOUN (15),2,1,2,0
10374,7/31/2015 5:52 PM,1,Alabama,LIMESTONE (83),2,1,2,0
10375,7/7/2015 6:30 PM,1,Alabama,MOBILE (97),1,1,4,0
10376,7/1/2015 7:16 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10377,5/22/2015 6:30 AM,1,Alabama,HOUSTON (69),2,1,3,0
10378,6/12/2015 7:20 AM,1,Alabama,AUTAUGA (1),1,1,1,0
10379,7/2/2015 3:25 PM,1,Alabama,LIMESTONE (83),1,1,1,0
10380,7/1/2015 12:55 AM,1,Alabama,COFFEE (31),1,1,2,0
10381,7/3/2015 10:50 PM,1,Alabama,BUTLER (13),1,1,1,1
10382,7/5/2015 3:35 PM,1,Alabama,ST. CLAIR (115),1,1,1,0
10383,7/7/2015 5:30 PM,1,Alabama,MOBILE (97),1,1,1,0
10384,7/7/2015 5:15 PM,1,Alabama,JEFFERSON (73),3,1,7,0
10385,7/8/2015 10:18 AM,1,Alabama,RUSSELL (113),2,1,2,0
10386,7/9/2015 5:30 PM,1,Alabama,PIKE (109),3,1,9,0
10387,7/9/2015 7:38 PM,1,Alabama,SHELBY (117),2,1,3,0
10388,7/10/2015 5:20 PM,1,Alabama,TALLADEGA (121),1,1,4,0
10389,6/14/2015 1:15 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10390,7/11/2015 10:25 PM,1,Alabama,BUTLER (13),1,1,1,0
10391,7/11/2015 12:35 PM,1,Alabama,WALKER (127),2,1,3,0
10392,7/14/2015 7:30 PM,1,Alabama,CRENSHAW (41),1,1,1,0
10393,7/17/2015 10:50 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10394,7/18/2015 2:10 AM,1,Alabama,PIKE (109),1,1,1,0
10395,7/18/2015 12:45 PM,1,Alabama,MOBILE (97),2,1,3,0
10396,7/18/2015 5:20 PM,1,Alabama,LIMESTONE (83),1,1,2,0
10397,7/19/2015 5:33 AM,1,Alabama,MONTGOMERY (101),2,1,2,0
10398,7/19/2015 2:45 PM,1,Alabama,BLOUNT (9),1,1,3,0
10399,7/19/2015 7:30 PM,1,Alabama,RUSSELL (113),1,1,1,1
10400,7/20/2015 3:07 PM,1,Alabama,WASHINGTON (129),2,1,2,0
10401,7/22/2015 11:22 PM,1,Alabama,ETOWAH (55),2,1,2,0
10402,7/25/2015 6:30 AM,1,Alabama,MONTGOMERY (101),1,1,2,0
10403,8/4/2015 4:10 PM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10404,7/10/2015 10:15 PM,1,Alabama,MONROE (99),1,1,1,0
10405,7/6/2015 8:40 PM,1,Alabama,MOBILE (97),2,1,3,0
10406,7/18/2015 5:45 PM,1,Alabama,DEKALB (49),1,1,3,0
10407,7/19/2015 9:15 PM,1,Alabama,LIMESTONE (83),1,1,2,0
10408,7/25/2015 11:05 PM,1,Alabama,JACKSON (71),1,1,1,0
10409,7/30/2015 7:45 PM,1,Alabama,MOBILE (97),2,1,2,0
10410,8/1/2015 12:20 PM,1,Alabama,COVINGTON (39),2,1,2,0
10411,8/2/2015 9:50 AM,1,Alabama,ETOWAH (55),2,1,4,0
10412,8/2/2015 2:00 AM,1,Alabama,JACKSON (71),1,1,1,0
10413,7/26/2015 2:15 AM,1,Alabama,JEFFERSON (73),1,1,1,1
10414,8/4/2015 5:40 AM,1,Alabama,RUSSELL (113),1,1,1,1
10415,8/4/2015 7:22 PM,1,Alabama,BALDWIN (3),1,1,1,0
10416,8/7/2015 5:30 PM,1,Alabama,MARSHALL (95),2,1,2,0
10417,8/7/2015 5:00 PM,1,Alabama,CHILTON (21),1,1,1,0
10418,8/7/2015 10:25 PM,1,Alabama,MARSHALL (95),2,1,2,0
10419,8/7/2015 10:54 AM,1,Alabama,JACKSON (71),2,2,3,0
10420,8/2/2015 4:46 AM,1,Alabama,MACON (87),2,1,4,0
10421,6/6/2015 9:00 PM,1,Alabama,HOUSTON (69),2,1,2,0
10422,6/25/2015 8:45 PM,1,Alabama,LAUDERDALE (77),1,1,3,0
10423,7/29/2015 8:25 PM,1,Alabama,LIMESTONE (83),2,2,4,0
10424,7/31/2015 2:20 PM,1,Alabama,LAUDERDALE (77),1,1,2,0
10425,8/4/2015 2:48 PM,1,Alabama,TUSCALOOSA (125),2,1,3,0
10426,8/4/2015 2:24 PM,1,Alabama,HOUSTON (69),1,1,1,1
10427,8/5/2015 6:30 PM,1,Alabama,COLBERT (33),1,1,1,0
10428,8/5/2015 7:55 PM,1,Alabama,COLBERT (33),1,1,2,0
10429,8/5/2015 5:35 AM,1,Alabama,SHELBY (117),1,1,1,1
10430,8/6/2015 3:30 PM,1,Alabama,LIMESTONE (83),1,1,3,0
10431,8/9/2015 1:10 AM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10432,8/12/2015 5:55 PM,1,Alabama,MOBILE (97),1,1,1,0
10433,8/13/2015 1:20 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10434,8/13/2015 4:45 PM,1,Alabama,WALKER (127),1,1,2,0
10435,8/14/2015 3:00 PM,1,Alabama,CHEROKEE (19),1,1,2,0
10436,8/10/2015 12:15 PM,1,Alabama,SUMTER (119),1,1,1,0
10437,8/16/2015 4:20 PM,1,Alabama,CONECUH (35),1,1,1,0
10438,8/20/2015 3:50 PM,1,Alabama,MONTGOMERY (101),2,1,2,0
10439,7/5/2015 1:34 AM,1,Alabama,JEFFERSON (73),1,1,2,0
10440,7/1/2015 12:43 PM,1,Alabama,ESCAMBIA (53),3,1,4,0
10441,7/21/2015 7:25 AM,1,Alabama,WALKER (127),2,1,3,0
10442,7/17/2015 6:40 AM,1,Alabama,MOBILE (97),1,1,1,1
10443,8/7/2015 9:46 AM,1,Alabama,FRANKLIN (59),1,1,1,0
10444,8/7/2015 11:15 PM,1,Alabama,BULLOCK (11),1,1,1,0
10445,8/8/2015 4:30 AM,1,Alabama,WINSTON (133),1,1,1,1
10446,8/9/2015 11:37 AM,1,Alabama,RUSSELL (113),1,1,1,1
10447,8/8/2015 12:15 AM,1,Alabama,BARBOUR (5),1,1,1,0
10448,8/12/2015 5:45 PM,1,Alabama,LOWNDES (85),1,1,1,0
10449,8/14/2015 10:41 PM,1,Alabama,TALLAPOOSA (123),1,1,1,1
10450,8/15/2015 1:18 PM,1,Alabama,CONECUH (35),2,1,2,0
10451,8/15/2015 8:53 PM,1,Alabama,TALLADEGA (121),3,1,7,0
10452,8/2/2015 4:16 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10453,8/14/2015 7:27 AM,1,Alabama,JACKSON (71),1,1,1,0
10454,8/18/2015 12:10 PM,1,Alabama,TALLADEGA (121),2,1,4,0
10455,8/20/2015 8:00 PM,1,Alabama,TUSCALOOSA (125),1,2,2,0
10456,8/22/2015 9:35 AM,1,Alabama,CULLMAN (43),1,1,1,0
10457,8/24/2015 1:03 PM,1,Alabama,MONTGOMERY (101),1,1,1,0
10458,8/23/2015 2:54 PM,1,Alabama,BALDWIN (3),1,1,2,0
10459,8/22/2015 2:22 AM,1,Alabama,TUSCALOOSA (125),1,1,3,0
10460,8/18/2015 10:52 AM,1,Alabama,ESCAMBIA (53),2,1,3,0
10461,8/12/2015 11:28 PM,1,Alabama,CHILTON (21),1,1,2,0
10462,8/13/2015 7:35 PM,1,Alabama,MADISON (89),1,1,1,0
10463,8/13/2015 9:21 AM,1,Alabama,LEE (81),2,1,3,0
10464,8/5/2015 2:19 PM,1,Alabama,TUSCALOOSA (125),2,1,4,0
10465,8/23/2015 8:54 PM,1,Alabama,PIKE (109),1,1,1,1
10466,8/24/2015 12:40 PM,1,Alabama,MONTGOMERY (101),2,1,2,0
10467,8/29/2015 12:13 PM,1,Alabama,CALHOUN (15),2,1,3,0
10468,8/26/2015 1:25 PM,1,Alabama,AUTAUGA (1),2,1,4,1
10469,7/26/2015 3:45 PM,1,Alabama,COLBERT (33),2,1,2,0
10470,8/14/2015 1:09 PM,1,Alabama,CHEROKEE (19),1,1,1,0
10471,8/17/2015 3:15 AM,1,Alabama,MACON (87),1,1,2,1
10472,8/18/2015 7:11 AM,1,Alabama,LEE (81),2,1,3,0
10473,8/21/2015 11:25 AM,1,Alabama,DALLAS (47),2,3,3,0
10474,8/24/2015 8:35 AM,1,Alabama,MONROE (99),2,1,3,0
10475,8/28/2015 10:15 PM,1,Alabama,PIKE (109),1,1,1,0
10476,8/29/2015 8:15 AM,1,Alabama,BLOUNT (9),1,1,1,3
10477,8/31/2015 10:30 AM,1,Alabama,WINSTON (133),1,1,1,0
10478,9/3/2015 12:52 PM,1,Alabama,JACKSON (71),2,1,2,0
10479,9/4/2015 4:50 AM,1,Alabama,PERRY (105),1,1,3,0
10480,8/8/2015 7:27 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10481,8/23/2015 3:05 PM,1,Alabama,CONECUH (35),1,1,1,0
10482,9/6/2015 11:49 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10483,8/1/2015 3:39 PM,1,Alabama,LAUDERDALE (77),2,1,6,0
10484,8/28/2015 4:07 PM,1,Alabama,ETOWAH (55),3,1,7,0
10485,8/29/2015 9:15 PM,1,Alabama,WILCOX (131),1,1,1,0
10486,9/1/2015 6:40 PM,1,Alabama,BIBB (7),2,1,3,0
10487,9/1/2015 10:28 PM,1,Alabama,LOWNDES (85),1,1,1,0
10488,9/1/2015 7:06 PM,1,Alabama,LEE (81),1,1,1,0
10489,9/4/2015 9:13 PM,1,Alabama,JEFFERSON (73),1,1,2,1
10490,9/4/2015 7:30 PM,1,Alabama,MOBILE (97),2,2,3,0
10491,9/5/2015 3:50 AM,1,Alabama,BIBB (7),2,1,3,0
10492,9/7/2015 5:47 PM,1,Alabama,SHELBY (117),1,1,1,0
10493,9/7/2015 6:45 PM,1,Alabama,CULLMAN (43),2,1,1,0
10494,9/7/2015 3:45 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10495,8/16/2015 9:43 PM,1,Alabama,BALDWIN (3),1,1,3,0
10496,8/19/2015 10:02 PM,1,Alabama,MOBILE (97),1,1,1,0
10497,8/25/2015 5:20 AM,1,Alabama,CHILTON (21),2,1,2,0
10498,8/28/2015 10:35 PM,1,Alabama,HOUSTON (69),1,1,1,1
10499,8/29/2015 6:18 PM,1,Alabama,CULLMAN (43),2,1,2,0
10500,9/3/2015 8:26 PM,1,Alabama,RUSSELL (113),1,1,1,0
10501,9/5/2015 1:07 AM,1,Alabama,MOBILE (97),2,1,3,0
10502,9/6/2015 8:45 PM,1,Alabama,FRANKLIN (59),2,1,6,0
10503,9/9/2015 9:25 PM,1,Alabama,ST. CLAIR (115),2,1,3,0
10504,9/9/2015 10:25 PM,1,Alabama,MORGAN (103),1,1,1,0
10505,9/10/2015 9:57 AM,1,Alabama,WASHINGTON (129),2,1,2,0
10506,9/10/2015 5:12 PM,1,Alabama,MORGAN (103),1,1,1,0
10507,9/13/2015 11:05 PM,1,Alabama,MONTGOMERY (101),2,1,2,0
10508,9/13/2015 4:45 AM,1,Alabama,CHEROKEE (19),1,1,1,0
10509,9/13/2015 3:49 AM,1,Alabama,RUSSELL (113),2,1,2,0
10510,9/13/2015 11:40 AM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10511,9/14/2015 12:47 AM,1,Alabama,MOBILE (97),1,1,1,0
10512,9/14/2015 9:59 AM,1,Alabama,CLEBURNE (29),2,1,1,0
10513,9/14/2015 5:26 PM,1,Alabama,TALLADEGA (121),2,1,2,0
10514,9/14/2015 1:18 AM,1,Alabama,SHELBY (117),1,1,1,0
10515,9/16/2015 7:00 PM,1,Alabama,MADISON (89),1,1,1,0
10516,9/17/2015 11:55 AM,1,Alabama,SUMTER (119),2,1,4,0
10517,9/19/2015 12:44 AM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10518,8/4/2015 11:02 PM,1,Alabama,JEFFERSON (73),1,1,3,0
10519,7/3/2015 9:28 PM,1,Alabama,LAUDERDALE (77),1,2,2,0
10520,8/7/2015 10:05 PM,1,Alabama,BALDWIN (3),1,1,5,1
10521,8/18/2015 2:49 PM,1,Alabama,ESCAMBIA (53),2,1,2,0
10522,8/31/2015 12:00 PM,1,Alabama,LAUDERDALE (77),3,1,3,0
10523,9/5/2015 3:25 AM,1,Alabama,MOBILE (97),1,2,2,0
10524,9/8/2015 8:59 AM,1,Alabama,CULLMAN (43),1,1,1,0
10525,9/17/2015 11:00 AM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10526,9/19/2015 9:45 PM,1,Alabama,GREENE (63),1,1,1,0
10527,9/19/2015 10:00 PM,1,Alabama,MONROE (99),1,1,1,0
10528,9/20/2015 12:45 AM,1,Alabama,LAWRENCE (79),1,1,1,1
10529,9/10/2015 5:15 AM,1,Alabama,MONTGOMERY (101),1,1,1,1
10530,9/18/2015 1:15 AM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10531,9/20/2015 10:10 PM,1,Alabama,MOBILE (97),1,1,1,0
10532,9/21/2015 5:00 AM,1,Alabama,DEKALB (49),2,1,2,0
10533,9/21/2015 9:55 PM,1,Alabama,CALHOUN (15),1,1,1,1
10534,9/23/2015 5:44 AM,1,Alabama,ESCAMBIA (53),2,1,2,0
10535,9/24/2015 9:10 AM,1,Alabama,PICKENS (107),2,1,2,0
10536,9/25/2015 4:45 AM,1,Alabama,ESCAMBIA (53),1,1,3,0
10537,9/24/2015 2:40 PM,1,Alabama,JEFFERSON (73),3,1,4,0
10538,9/27/2015 1:00 AM,1,Alabama,CULLMAN (43),2,1,4,0
10539,8/27/2015 4:00 AM,1,Alabama,MARENGO (91),2,1,3,0
10540,9/4/2015 11:24 PM,1,Alabama,SHELBY (117),1,1,1,0
10541,9/8/2015 5:55 AM,1,Alabama,LAWRENCE (79),1,2,2,0
10542,9/10/2015 4:30 PM,1,Alabama,CHAMBERS (17),1,1,1,0
10543,9/12/2015 9:30 PM,1,Alabama,BALDWIN (3),1,1,1,1
10544,9/14/2015 6:38 PM,1,Alabama,CALHOUN (15),2,1,2,0
10545,9/21/2015 1:50 PM,1,Alabama,WINSTON (133),2,1,2,0
10546,9/23/2015 7:05 AM,1,Alabama,LAWRENCE (79),2,1,2,0
10547,9/23/2015 7:15 PM,1,Alabama,MOBILE (97),1,1,1,1
10548,9/24/2015 11:09 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10549,9/24/2015 11:15 AM,1,Alabama,FAYETTE (57),4,1,6,0
10550,9/26/2015 4:42 AM,1,Alabama,TUSCALOOSA (125),1,1,1,1
10551,9/26/2015 7:20 PM,1,Alabama,AUTAUGA (1),1,1,1,0
10552,9/26/2015 8:05 PM,1,Alabama,CRENSHAW (41),1,1,2,1
10553,9/27/2015 4:50 AM,1,Alabama,TALLADEGA (121),2,1,2,0
10554,9/30/2015 3:25 PM,1,Alabama,CONECUH (35),2,1,2,0
10555,9/30/2015 7:12 PM,1,Alabama,COVINGTON (39),1,1,2,0
10556,10/1/2015 1:50 PM,1,Alabama,BALDWIN (3),1,1,1,0
10557,10/1/2015 10:20 PM,1,Alabama,SHELBY (117),1,1,1,0
10558,10/2/2015 8:53 AM,1,Alabama,MONTGOMERY (101),2,1,2,0
10559,10/2/2015 10:30 PM,1,Alabama,MADISON (89),1,1,1,1
10560,10/3/2015 9:10 AM,1,Alabama,MARSHALL (95),2,1,2,0
10561,10/4/2015 1:20 PM,1,Alabama,CHILTON (21),1,1,1,0
10562,10/4/2015 2:25 PM,1,Alabama,JEFFERSON (73),3,1,4,0
10563,10/7/2015 3:55 PM,1,Alabama,ST. CLAIR (115),1,1,1,0
10564,10/8/2015 7:50 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10565,10/9/2015 10:14 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10566,10/9/2015 11:40 AM,1,Alabama,JACKSON (71),1,1,1,0
10567,10/9/2015 5:24 PM,1,Alabama,SHELBY (117),2,1,3,0
10568,10/10/2015 3:54 AM,1,Alabama,SHELBY (117),1,1,1,0
10569,10/10/2015 3:30 AM,1,Alabama,JEFFERSON (73),1,1,1,1
10570,10/11/2015 12:58 AM,1,Alabama,TUSCALOOSA (125),2,1,6,0
10571,10/12/2015 1:37 PM,1,Alabama,WALKER (127),2,1,2,0
10572,10/12/2015 2:30 AM,1,Alabama,CHILTON (21),1,1,3,0
10573,10/16/2015 12:01 AM,1,Alabama,CONECUH (35),1,1,1,0
10574,10/16/2015 6:20 PM,1,Alabama,TALLADEGA (121),1,1,1,0
10575,10/17/2015 5:20 AM,1,Alabama,ELMORE (51),1,1,1,0
10576,10/21/2015 4:00 AM,1,Alabama,MONTGOMERY (101),2,1,3,0
10577,10/18/2015 4:53 PM,1,Alabama,JEFFERSON (73),2,1,4,0
10578,10/16/2015 8:50 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10579,10/20/2015 9:35 AM,1,Alabama,BALDWIN (3),1,1,1,0
10580,10/20/2015 8:17 AM,1,Alabama,SHELBY (117),2,1,3,0
10581,10/20/2015 2:00 PM,1,Alabama,SHELBY (117),1,1,1,0
10582,10/22/2015 2:40 AM,1,Alabama,WALKER (127),1,1,1,1
10583,10/21/2015 7:10 AM,1,Alabama,COVINGTON (39),2,1,11,0
10584,10/25/2015 8:30 PM,1,Alabama,MOBILE (97),3,1,5,0
10585,10/26/2015 5:47 AM,1,Alabama,MADISON (89),1,1,1,1
10586,10/15/2015 6:50 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10587,10/26/2015 6:30 AM,1,Alabama,TALLADEGA (121),1,1,1,0
10588,10/27/2015 9:00 PM,1,Alabama,JACKSON (71),2,1,2,0
10589,10/29/2015 7:30 AM,1,Alabama,WINSTON (133),1,1,2,0
10590,10/30/2015 11:05 PM,1,Alabama,MOBILE (97),1,1,1,1
10591,11/2/2015 7:35 PM,1,Alabama,MARION (93),1,1,1,0
10592,10/31/2015 2:22 AM,1,Alabama,RUSSELL (113),2,1,7,0
10593,11/1/2015 11:00 AM,1,Alabama,JEFFERSON (73),1,2,2,0
10594,11/2/2015 11:50 AM,1,Alabama,COLBERT (33),2,1,3,0
10595,11/4/2015 11:45 AM,1,Alabama,JEFFERSON (73),2,1,3,0
10596,11/12/2015 12:48 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10597,11/9/2015 6:15 PM,1,Alabama,CULLMAN (43),1,1,1,1
10598,11/9/2015 9:10 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10599,11/9/2015 5:20 PM,1,Alabama,DALE (45),1,1,1,1
10600,11/10/2015 3:05 PM,1,Alabama,MOBILE (97),2,1,2,0
10601,11/12/2015 5:59 AM,1,Alabama,CHEROKEE (19),2,1,3,0
10602,11/18/2015 7:25 AM,1,Alabama,WINSTON (133),2,1,2,0
10603,11/20/2015 12:55 AM,1,Alabama,CULLMAN (43),1,1,2,0
10604,11/19/2015 5:12 PM,1,Alabama,SHELBY (117),1,1,1,0
10605,11/26/2015 6:00 AM,1,Alabama,LAUDERDALE (77),1,1,1,0
10606,11/22/2015 10:15 PM,1,Alabama,MADISON (89),1,1,1,0
10607,11/10/2015 7:30 PM,1,Alabama,BALDWIN (3),2,1,6,0
10608,11/16/2015 10:20 AM,1,Alabama,SUMTER (119),2,1,2,0
10609,10/8/2015 7:38 PM,1,Alabama,ST. CLAIR (115),1,1,1,1
10610,10/8/2015 8:24 AM,1,Alabama,MORGAN (103),2,1,2,0
10611,10/11/2015 3:10 PM,1,Alabama,MOBILE (97),1,4,4,0
10612,10/11/2015 3:47 PM,1,Alabama,RUSSELL (113),1,1,1,0
10613,10/16/2015 2:19 AM,1,Alabama,BALDWIN (3),1,1,1,0
10614,10/17/2015 5:36 AM,1,Alabama,ELMORE (51),3,1,3,0
10615,10/17/2015 11:51 PM,1,Alabama,ETOWAH (55),2,1,2,0
10616,10/18/2015 1:30 AM,1,Alabama,LAMAR (75),1,1,1,0
10617,10/18/2015 2:30 AM,1,Alabama,WALKER (127),1,1,1,0
