CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
62026,Nissan/Datsun,Versa,2018,Arizona,0,No,70,Dry,None
62027,Toyota,Highlander,2005,California,0,No,40,Dry,None
62028,Ford,F-Series pickup,2000,California,1,No,55,Dry,None
62028,Freightliner,Medium/Heavy - CBE,2013,California,0,No,55,Dry,None
62029,Other Make,750cc or greater,2017,California,1,No,55,Dry,None
62029,Ford,F-Series pickup,2005,California,0,No,55,Dry,None
62030,Harley-Davidson,750cc or greater,1988,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62030,Subaru,Outback (2003 on)(see 034 for prior to 2003),2011,California,0,No,35,Dry,None
62031,Ducati,750cc or greater,2017,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62032,Harley-Davidson,750cc or greater,2017,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62033,GMC,S15/T15/Sonoma,2000,California,1,No,70,Dry,None
62034,Porsche,Cayenne,2014,Nevada,0,"Yes, Too Fast for Conditions",70,Dry,None
62034,Nissan/Datsun,Sentra,2015,Nevada,1,No,70,Dry,None
62035,Toyota,Tundra,2003,California,1,No,45,Dry,None
62036,Chevrolet,"C, K, R, V-series pickup/Silverado",2000,California,1,No,55,Dry,None
62037,Chrysler,300M/300/300C/300S,2010,California,0,No,55,Wet,None
62037,Ford,Transit Connect,2016,California,1,No,55,Wet,None
62038,Honda,Element,2004,California,1,"Yes, Specifics Unknown",55,Dry,None
62038,Toyota,Camry,2009,California,1,No,55,Dry,None
62039,Toyota,Tundra,2005,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62040,Other Domestic Manufacturers,Tesla,2018,California,0,No,40,Dry,None
62041,International Harvester/Navistar,Medium/Heavy - CBE,2001,California,0,No,35,Dry,None
62042,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
62043,Toyota,Tacoma,2013,California,1,No,45,Dry,None
62043,International Harvester/Navistar,Medium/Heavy - CBE,2012,California,0,No,45,Dry,None
62044,Chevrolet,"C, K, R, V-series pickup/Silverado",2018,California,0,No,40,Dry,None
62045,Harley-Davidson,750cc or greater,2018,California,1,No,55,Dry,None
62045,Toyota,RAV4 *,2017,California,0,No,55,Dry,None
62046,GMC,Jimmy/Typhoon/Envoy,2005,California,1,No,55,Dry,None
62047,Cadillac,Escalade/ESV (from 2004 on; see 431 for 2003 only),2018,California,1,No,65,Dry,None
62048,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62049,Toyota,Camry,1995,California,1,No,70,Dry,None
62049,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,70,Dry,None
62051,Freightliner,Medium/Heavy - CBE,2018,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62051,Other Make,Medium/Heavy ï¿½ COE low entry,2009,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,65,Dry,No Driver Present/Unknown if Driver Present
62052,Ford,Mustang/Mustang II,2015,California,1,No,65,Wet,None
62052,Audi,A6,2015,California,0,"Yes, Too Fast for Conditions",65,Wet,None
62053,Cadillac,SRX,2011,California,1,No,55,Dry,None
62054,Acura,Integra,1993,California,1,No,45,Dry,None
62055,Toyota,Camry,2006,California,0,No,45,Dry,None
62056,Mazda,Mazda3,2016,California,1,"Yes, Too Fast for Conditions",45,Dry,None
62057,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1991,California,1,No,55,Dry,None
62058,Chevrolet,"TrailBlazer (2003 on; for 2002 model, see 401)",2008,California,1,No,65,Dry,None
62059,Chevrolet,Colorado,2008,California,1,"Yes, Exceeded Speed Limit",25,Dry,None
62060,Chevrolet,Sonic,2014,California,0,No,50,Dry,None
62061,Chevrolet,"TrailBlazer (2003 on; for 2002 model, see 401)",2003,California,1,No,35,Dry,None
62061,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2008,California,1,No,35,Dry,None
62061,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2017,California,0,No,35,Dry,None
62062,Toyota,Corolla,2004,California,0,No,35,Dry,None
62063,Subaru,Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2001,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62063,Ford,Ranger,2001,Oregon,0,No,55,Dry,None
62064,Honda,"Civic/CRX, del Sol",2000,California,1,No,70,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62065,Saturn,LS,2002,California,3,No,70,Dry,None
62066,Nissan/Datsun,Altima,2009,California,0,No,65,Dry,None
62067,Chevrolet,Colorado,2019,California,0,No,45,Dry,None
62067,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2018,California,1,No,45,Dry,None
62068,Toyota,Scion xB (2004-2011 only.  See Scion for 2012 on.),2005,California,1,No,35,Dry,None
62068,Toyota,Highlander,2017,California,0,No,35,Dry,None
62069,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
62070,Honda,"Civic/CRX, del Sol",1997,California,0,No,40,Dry,None
62071,Kenworth,Medium/Heavy - CBE,2010,California,1,No,55,Dry,None
62072,Nissan/Datsun,Frontier (1998 on),2011,California,1,No,55,Dry,None
62073,Dodge,Charger,2014,California,0,"Yes, Too Fast for Conditions",65,Wet,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62073,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2015,California,2,No,65,Wet,None
62074,Toyota,Tacoma,2006,California,1,No,35,Dry,None
62075,Dodge,Challenger (2008 on; for 1970-74 see model 005),2018,California,0,"Yes, Too Fast for Conditions",55,Dry,None
62075,Honda,"Civic/CRX, del Sol",2009,California,2,No,55,Dry,None
62076,Dodge,Caravan/Grand Caravan,2006,California,0,No,70,Dry,None
62077,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,"Yes, Too Fast for Conditions",45,Wet,None
62078,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2003,California,0,No,35,Dry,None
62079,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,California,0,No,30,Dry,None
62080,Ford,Expedition,2003,California,0,No,45,Dry,None
62081,Hyundai,Sonata,2016,California,0,No,55,Dry,None
62081,Chevrolet,Aveo/Aveo 5,2007,California,1,No,55,Dry,None
62082,BMW,5-series,2016,California,1,No,40,Dry,None
62083,Lexus,GS-300/350/400/430/ 450h/460,1998,California,1,No,40,Dry,None
62083,Ford,Expedition,2001,California,0,No,40,Dry,None
62084,Harley-Davidson,750cc or greater,2000,California,1,No,55,Dry,None
62084,Toyota,Camry,1998,California,0,No,55,Dry,None
62085,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,55,Dry,None
62086,Kenworth,Medium/Heavy - CBE,2018,Arizona,1,No,55,Dry,None
62087,BMW,3-series,1990,California,1,No,65,Dry,None
62088,GMC,"C, K, R, V-series pickup/     Sierra",2002,California,0,No,55,Dry,None
62088,Subaru,Legacy/Outback(prior to 2003 only; see 045 for 2003 on),1992,Nebraska,2,No,55,Dry,None
62089,Mercedes-Benz,Metris,2017,California,0,"Yes, Too Fast for Conditions",50,Dry,None
62089,Volkswagen,Passat (CC - 2008 thru 2011; see 052 for 2012 on),2012,California,1,No,50,Dry,None
62089,Hyundai,Sonata,2017,California,0,No,50,Dry,None
62089,BMW,3-series,2002,California,0,No,50,Dry,None
62089,Audi,A6,2018,California,0,No,50,Dry,None
62090,Hyundai,"Genesis (For 2009-2016 only. For model years 2017 on, see 55-043, 55-044 and 55-046)",2011,California,1,"Yes, Too Fast for Conditions",20,Dry,None
62091,KIA,Sorento,2008,California,1,No,55,Dry,None
62092,Chevrolet,Camaro,1998,California,1,"Yes, Too Fast for Conditions",50,Dry,None
62092,Honda,"Civic/CRX, del Sol",2019,California,0,No,50,Dry,None
62093,Ford,"Crown Victoria  (For 2011 on, code as vehicle model 398)",2002,California,1,No,55,Dry,None
62093,Chrysler,300M/300/300C/300S,2012,California,0,No,60,Dry,None
62094,Ford,F-Series pickup,2014,California,0,No,25,Dry,None
62095,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,45,Dry,None
62096,Chevrolet,Avalanche,2007,California,0,No,25,Dry,None
62097,Ford,Transit,2017,California,0,No,55,Dry,None
62098,Toyota,Tacoma,1998,California,1,No,25,Dry,None
62098,Infiniti,G25/G35/G37,2009,California,0,No,55,Dry,None
62099,Toyota,Scion tC (2005-2011 only.  See Scion for 2012 on.),2006,California,2,No,25,Dry,None
62100,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2013,California,0,No,35,Dry,None
62101,Chevrolet,"C, K, R, V-series pickup/Silverado",2004,California,0,"Yes, Too Fast for Conditions",35,Dry,None
62101,Toyota,Matrix,2003,California,0,No,40,Dry,None
62101,Chrysler,Town and Country,2014,California,0,No,35,Dry,None
62101,Chrysler,Sebring,2010,California,1,No,35,Dry,None
62102,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62103,Mercedes-Benz,M/ML Class,2003,New York,1,No,35,Dry,None
62104,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62105,Hyundai,Accent,2016,California,1,No,40,Dry,None
62105,Toyota,RAV4 *,2010,California,0,No,40,Dry,None
62106,Harley-Davidson,750cc or greater,2006,California,1,No,65,Dry,None
62106,Volkswagen,New Beetle,2012,California,0,No,65,Dry,None
62106,Freightliner,Medium/Heavy - CBE,2012,California,0,No,65,Dry,None
62107,Dodge,Ram Pickup,2005,California,2,No,55,Dry,None
62107,Ford,F-Series pickup,2012,California,1,No,55,Dry,None
62108,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on),1997,California,0,No,40,Dry,None
62109,Honda,"Civic/CRX, del Sol",1997,California,0,No,45,Dry,None
62110,Toyota,Corolla,2010,California,0,No,65,Dry,None
62110,Toyota,Prius *,2009,California,1,No,65,Dry,None
62110,Toyota,Sienna,2007,California,0,"Yes, Too Fast for Conditions",65,Dry,None
62111,Ford,F-Series pickup,1999,California,1,No,55,Dry,Fail to yield generally
62111,Chevrolet,"C, K, R, V-series pickup/Silverado",2013,California,0,No,55,Dry,None
62111,Hyundai,Tucson,2016,California,0,No,55,Dry,None
62112,Mazda,Mazda2,2012,California,1,No,65,Dry,None
62112,International Harvester/Navistar,Medium/Heavy - CBE,2012,Mexico,0,No,65,Dry,None
62113,Jeep / Kaiser-Jeep / Willys- Jeep,Patriot,2011,California,1,No,65,Dry,None
62113,Ford,F-Series pickup,1995,California,0,No,65,Dry,None
62114,Volvo,Medium/Heavy ï¿½ CBE,2005,South Carolina,1,No,55,Dry,None
62115,Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2011,California,0,No,45,Dry,None
62115,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2000,California,1,No,45,Dry,None
62116,Buick / Opel,Encore,2017,California,1,"Yes, Too Fast for Conditions",40,Dry,None
62117,Ford,Windstar,2000,California,1,No,35,Dry,None
62117,Toyota,Camry,2018,California,0,"Yes, Too Fast for Conditions",35,Dry,None
62118,Ford,Fusion,2016,California,1,"Yes, Too Fast for Conditions",50,Dry,None
62119,Jeep / Kaiser-Jeep / Willys- Jeep,Compass,2016,California,0,No,40,Dry,None
62120,Chevrolet,Fullsize Blazer/Tahoe,2000,California,0,No,35,Dry,None
62121,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2011,California,0,No,35,Dry,None
62122,Chevrolet,"C, K, R, V-series pickup/Silverado",2003,California,1,"Yes, Too Fast for Conditions",45,Dry,None
62122,Dodge,Medium/Heavy ï¿½ CBE,2012,Kansas,0,No,45,Dry,None
62123,Ford,Mustang/Mustang II,1997,California,0,No,50,Dry,None
62124,Ford,F-Series pickup,1999,California,0,No,30,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62125,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,30,Dry,None
62126,Toyota,Corolla,2014,California,1,No,65,Dry,None
62127,Harley-Davidson,750cc or greater,2011,California,1,No,35,Dry,None
62128,Chevrolet,Fullsize Blazer/Tahoe,1998,California,1,No,55,Dry,None
62129,BMW,3-series,2016,California,1,No,65,Dry,None
62129,Toyota,Camry,2009,California,0,No,65,Dry,None
62130,Ford,Ranger,2002,California,1,No,55,Dry,None
62131,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2018,California,1,No,65,Dry,None
62131,Honda,"Civic/CRX, del Sol",2010,California,1,No,65,Dry,None
62132,Ford,Taurus/Taurus X,1999,California,1,No,55,Dry,None
62132,Dodge,Caravan/Grand Caravan,2013,California,0,No,55,Dry,None
62132,Subaru,Forester,2017,California,0,No,55,Dry,None
62133,Harley-Davidson,750cc or greater,2012,California,1,No,50,Dry,None
62133,Chrysler,PT Cruiser,2001,California,0,No,0,Non-Trafficway or Driveway Access,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62133,Chrysler,PT Cruiser,2001,California,0,No,0,Non-Trafficway or Driveway Access,Manslaughter or homicide
62134,Toyota,RAV4 *,2018,California,0,No,35,Dry,None
62135,Ford,F-Series pickup,2018,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62135,Freightliner,Medium/Heavy - CBE,2017,California,0,No,55,Dry,None
62136,Chevrolet,"C, K, R, V-series pickup/Silverado",2003,California,0,No,30,Dry,None
62137,Suzuki,350-449cc,2018,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62137,Other Make,Hino,2016,California,0,No,35,Dry,None
62138,Hyundai,Elantra,2011,California,0,No,35,Dry,None
62139,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
62140,Freightliner,Medium/Heavy - CBE,2014,Arizona,0,"Yes, Too Fast for Conditions",55,Dry,None
62140,Hyundai,Sonata,2013,California,1,No,55,Dry,None
62140,Dodge,Ram Pickup,2003,California,1,No,55,Dry,None
62140,Dodge,"Journey (For 2009-2018 only.  For model years 2019 on, see 07-404.)",2014,California,0,No,55,Dry,None
62140,Peterbilt,Medium/Heavy - CBE,2015,California,0,No,55,Dry,None
62140,Volvo,Medium/Heavy ï¿½ CBE,2013,California,0,No,55,Dry,None
62140,Volvo,Medium/Heavy ï¿½ CBE,2017,California,0,No,55,Dry,None
62141,KIA,Rio/Rio5,2004,California,0,No,55,Dry,None
62141,Ford,Taurus/Taurus X,2001,California,1,No,55,Dry,None
62142,Kawasaki,750cc or greater,1996,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62142,Toyota,Camry,2017,California,0,No,65,Dry,None
62142,Kenworth,Medium/Heavy - CBE,2010,California,0,No,65,Dry,None
62143,Nissan/Datsun,Altima,2008,California,1,No,50,Dry,None
62143,Other Import,Mini-Cooper,2015,California,0,No,50,Dry,None
62143,Toyota,Sienna,2015,California,0,No,50,Dry,None
62144,Harley-Davidson,Unknown cc,1991,California,1,No,55,Dry,None
62145,Honda,450-749 cc,2004,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62146,Chevrolet,"C, K, R, V-series pickup/Silverado",2011,Washington,0,"Yes, Too Fast for Conditions",70,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62146,Nissan/Datsun,Altima,2015,California,1,No,70,Dry,None
62146,Other Domestic Manufacturers,Tesla,2017,California,0,No,70,Dry,None
62146,Chevrolet,S-10/T-10 Pickup,2000,California,0,No,70,Dry,None
62146,Chevrolet,Fullsize Blazer/Tahoe,2015,Mississippi,0,No,70,Dry,None
62146,Toyota,Camry,2018,California,0,No,70,Dry,None
62146,Toyota,Scion tC (2005-2011 only.  See Scion for 2012 on.),2008,California,0,No,70,Dry,None
62147,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1997,California,1,No,50,Dry,None
62148,Ford,F-Series pickup,2006,California,1,No,65,Wet,None
62149,KIA,Cadenza,2017,California,0,No,35,Dry,None
62150,Chevrolet,Corvette,1989,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62151,Chevrolet,"C, K, R, V-series pickup/Silverado",1993,California,0,No,55,Dry,None
62152,Toyota,Tacoma,2011,California,0,No,65,Dry,None
62153,Yamaha,750cc or greater,2017,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62154,Dodge,Ram Pickup,2006,California,0,No,45,Dry,None
62154,Ford,Fusion,2013,California,0,No,45,Dry,None
62154,Mercedes-Benz,C Class (94 on),2005,California,0,No,45,Dry,None
62154,Nissan/Datsun,Sentra,2016,California,1,No,45,Dry,None
62154,Mitsubishi,Montero/Montero Sport,2002,California,1,No,25,Dry,None
62155,Nissan/Datsun,Frontier (1998 on),2004,California,0,No,45,Dry,None
62156,Ford,Mustang/Mustang II,2002,California,1,No,35,Dry,None
62158,Ford,Ranger,2009,California,1,No,55,Dry,None
62159,International Harvester/Navistar,Medium/Heavy - CBE,2019,California,0,No,70,Dry,None
62159,Ford,Expedition,2006,California,2,No,70,Dry,None
62160,BMW,750cc and over,2018,California,1,No,35,Dry,None
62161,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62162,Toyota,Yaris,2009,California,1,No,55,Dry,None
62163,Toyota,Camry,2015,California,1,"Yes, Too Fast for Conditions",40,Dry,None
62164,BMW,5-series,2005,California,1,"Yes, Exceeded Speed Limit",98,Dry,None
62164,Lexus,GX470,2008,California,0,No,35,Dry,None
62165,Chevrolet,Fullsize Blazer/Tahoe,2015,California,0,No,65,Dry,None
62166,Ford,Taurus/Taurus X,2005,California,1,No,55,Dry,None
62167,Toyota,Camry,2000,California,0,No,65,Dry,None
62168,Harley-Davidson,750cc or greater,2010,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62168,Buick / Opel,Century,2000,California,0,No,65,Dry,None
62168,Honda,"Civic/CRX, del Sol",2017,California,0,No,65,Dry,None
62169,Yamaha,125-349cc,2017,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62170,Toyota,Prius *,2005,California,1,"Yes, Exceeded Speed Limit",65,Dry,None
62170,Freightliner,Medium/Heavy - CBE,2020,California,0,No,65,Dry,None
62171,Chevrolet,"C, K, R, V-series pickup/Silverado",1989,California,0,No,25,Dry,None
62172,Cadillac,CTS/CTC,2006,California,2,No,55,Dry,None
62172,Kenworth,Medium/Heavy - CBE,2001,California,0,No,55,Dry,None
62173,Nissan/Datsun,Altima,2015,California,1,No,35,Dry,None
62173,Ford,Expedition,2004,California,0,No,45,Dry,None
62174,Honda,"Civic/CRX, del Sol",2012,California,0,No,55,Dry,None
62175,Toyota,Prius *,2007,California,2,No,30,Dry,None
62175,Toyota,Tundra,2016,California,0,No,55,Dry,None
62176,Chevrolet,El Camino,1985,California,1,No,25,Dry,None
62176,Toyota,Tundra,2007,California,0,No,35,Dry,None
