CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
62842,Chevrolet,Equinox,2009,California,1,No,45,Dry,None
62842,Chevrolet,"C, K, R, V-series pickup/Silverado",2014,California,0,No,45,Dry,None
62842,Toyota,Avalon,2015,California,0,No,45,Dry,None
62842,Ford,Fusion,2013,California,0,No,45,Dry,None
62843,Toyota,Corolla,2009,California,1,"Yes, Too Fast for Conditions",60,Dry,None
62843,Saturn,Ion,2004,California,1,No,60,Dry,None
62843,Dodge,Dart (2013 on. See model 001 for 1960-1976.),2016,California,0,No,60,Dry,None
62843,Toyota,Camry,2007,California,0,No,60,Dry,None
62843,Toyota,Sequoia,2006,California,0,No,60,Dry,None
62843,Nissan/Datsun,Altima,2019,California,0,No,60,Dry,None
62844,Infiniti,G20,2000,California,1,No,55,Dry,None
62844,Subaru,Outback (2003 on)(see 034 for prior to 2003),2018,California,0,No,55,Dry,None
62845,Toyota,Scion xB (2004-2011 only.  See Scion for 2012 on.),2005,California,1,No,55,Dry,None
62846,Ford,Mustang/Mustang II,2003,California,1,No,65,Dry,None
62847,Chevrolet,G-series van,2012,California,1,No,25,Dry,None
62848,Ford,F-Series pickup,2015,California,0,No,45,Dry,None
62848,Yamaha,750cc or greater,2015,California,1,No,45,Dry,None
62848,Lexus,IS-250/300/350/500/200t,2014,California,0,No,45,Dry,None
62849,Yamaha,750cc or greater,2005,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62849,Other Make,Medium/Heavy ï¿½ CBE,2007,California,0,No,35,Dry,None
62850,Mercury,Tracer,1993,California,1,No,40,Dry,None
62850,Nissan/Datsun,Altima,2005,California,0,No,40,Dry,None
62851,Chevrolet,Sonic,2014,California,1,No,55,Dry,None
62851,Toyota,Prius *,2010,California,1,No,55,Dry,None
62852,Chevrolet,Equinox,2013,Reported as Unknown,2,No,55,Dry,None
62852,Chevrolet,Bolt,2017,California,0,No,55,Dry,None
62853,Dodge,Charger,2018,California,0,"Yes, Too Fast for Conditions",55,Dry,None
62853,Buick / Opel,"LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",2000,California,1,No,55,Dry,None
62854,Kawasaki,350-449cc,2018,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62855,Nissan/Datsun,Altima,2015,California,0,No,55,Dry,None
62856,Infiniti,QX4,1999,California,0,No,65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62856,Harley-Davidson,750cc or greater,2000,California,2,No,65,Dry,None
62856,Harley-Davidson,750cc or greater,2004,California,2,No,65,Dry,None
62857,Chevrolet,Cavalier,2003,California,0,No,35,Dry,None
62858,Kawasaki,125-349cc,2017,California,1,No,50,Dry,None
62859,Audi,TT/TTS,2000,California,1,No,70,Dry,None
62860,Acura,Integra,1990,California,1,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62861,Toyota,Tacoma,2007,California,1,No,65,Dry,None
62862,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1994,California,1,No,65,Wet,None
62862,Toyota,Prius *,2017,California,1,No,65,Wet,None
62863,Toyota,Tacoma,2006,California,0,"Yes, Too Fast for Conditions",35,Dry,Manslaughter or homicide
62863,Toyota,Tacoma,2006,California,0,"Yes, Too Fast for Conditions",35,Dry,"Hit-and-run, fail to stop after crash"
62864,Ford,Windstar,2001,California,0,No,40,Dry,None
62865,Chevrolet,"C, K, R, V-series pickup/Silverado",1995,California,1,No,25,Dry,None
62866,Honda,750 cc or greater,2011,California,1,No,55,Dry,None
62866,Freightliner,Medium/Heavy - CBE,2015,California,0,No,55,Dry,None
62866,Volkswagen,Jetta/Jetta SportsWagen,2008,California,0,No,55,Dry,None
62867,Kenworth,Medium/Heavy - CBE,2010,California,0,No,45,Dry,None
62868,Harley-Davidson,750cc or greater,2005,Georgia,1,"Yes, Too Fast for Conditions",40,Dry,None
62869,Chevrolet,Fullsize Blazer/Tahoe,2005,California,0,No,0,Non-Trafficway or Driveway Access,None
62870,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2002,California,0,No,35,Dry,None
62871,Subaru,XV Crosstrek,2015,Tennessee,0,No,55,Dry,None
62871,International Harvester/Navistar,Medium/Heavy - CBE,2020,California,1,No,55,Dry,None
62872,Chevrolet,Suburban (from 1950-2003;see 422 for 2004 on),2002,Reported as Unknown,3,No,25,Dry,None
62873,Volkswagen,Jetta/Jetta SportsWagen,2013,California,2,"Yes, Too Fast for Conditions",70,Dry,None
62873,Toyota,Camry,2014,California,0,No,70,Dry,None
62873,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,70,Dry,None
62873,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,70,Dry,None
62874,Chevrolet,Fullsize Blazer/Tahoe,2003,California,1,No,45,Dry,None
62875,Chevrolet,"C, K, R, V-series pickup/Silverado",2004,California,1,No,25,Dry,None
62876,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62877,Chrysler,Sebring,1997,California,1,"Yes, Specifics Unknown",55,Dry,None
62878,Acura,TSX,2006,California,0,No,35,Dry,None
62879,Toyota,Highlander,2002,California,0,No,40,Dry,None
62880,BMW,"X5 (For 2000-16.  For 2017 on, see model 421).",2001,California,0,No,35,Wet,None
62881,Yamaha,450-749cc,2007,California,1,No,55,Dry,None
62882,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62883,Lincoln,Continental (thru '81)/ Town Car,1990,California,0,"Yes, Too Fast for Conditions",50,Dry,None
62883,Hyundai,Elantra,2010,California,1,No,50,Dry,None
62883,Chrysler,300M/300/300C/300S,2010,California,0,No,50,Dry,None
62884,Kawasaki,450-749cc,2019,Virginia,1,No,35,Dry,None
62884,Dodge,Durango (1998-2003 only; see model 422 for 2004 on),2001,California,0,No,25,Dry,None
62884,Lexus,RX330/350/400h/450h,2019,California,0,No,35,Dry,None
62885,Chevrolet,"C, K, R, V-series pickup/Silverado",1998,California,1,No,45,Dry,None
62886,Mercedes-Benz,C Class (94 on),2016,California,1,No,40,Dry,None
62886,GMC,"C, K, R, V-series pickup/     Sierra",2011,California,0,No,40,Dry,None
62887,Nissan/Datsun,Altima,2001,California,0,No,55,Dry,None
62887,Harley-Davidson,750cc or greater,2016,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62888,Harley-Davidson,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62888,Toyota,Camry,2012,California,0,No,65,Dry,None
62888,Honda,750 cc or greater,2004,California,0,"Yes, Too Fast for Conditions",65,Dry,None
62889,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on),1999,California,1,No,70,Dry,None
62890,Volkswagen,Jetta/Jetta SportsWagen,2019,California,1,No,65,Dry,None
62891,Honda,HR-V,2017,California,0,No,45,Dry,None
62891,BMW,X3,2019,California,0,No,45,Dry,None
62892,Nissan/Datsun,Frontier (1998 on),2006,California,0,No,30,Dry,None
62893,Jaguar,S-Type,2005,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62894,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
62895,Ford,F-Series pickup,2004,California,0,"Yes, Too Fast for Conditions",40,Dry,None
62895,Ford,Transit,2016,California,0,No,40,Dry,None
62895,Harley-Davidson,750cc or greater,2000,California,0,No,40,Dry,None
62895,Hyundai,Elantra,2015,California,0,No,40,Dry,None
62895,Harley-Davidson,750cc or greater,2010,California,1,No,40,Dry,None
62896,Nissan/Datsun,Versa,2010,California,2,"Yes, Too Fast for Conditions",65,Dry,None
62896,Freightliner,Medium/Heavy - CBE,2013,California,0,No,65,Dry,None
62898,Honda,"Civic/CRX, del Sol",2002,California,2,No,55,Wet,None
62898,Kenworth,Medium/Heavy - CBE,2011,California,0,No,55,Wet,None
62898,Peterbilt,Medium/Heavy - CBE,2016,California,0,No,55,Wet,None
62899,BMW,5-series,2014,California,4,"Yes, Too Fast for Conditions",65,Dry,None
62900,Honda,Pilot,2004,California,0,No,45,Dry,None
62901,Toyota,Highlander,2008,California,0,No,25,Dry,None
62902,Jeep / Kaiser-Jeep / Willys- Jeep,Liberty,2007,California,0,No,40,Dry,None
62903,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
62904,Ford,F-Series pickup,2014,California,0,No,55,Dry,None
62904,Nissan/Datsun,NV200/eNV200,2015,California,1,No,55,Dry,None
62905,Nissan/Datsun,Versa,2009,California,3,No,65,Wet,None
62906,Nissan/Datsun,Pathfinder Armada,2013,California,0,No,65,Dry,None
62907,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,50,Dry,None
62908,Buick / Opel,Rendezvous,2006,California,0,No,45,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62908,Buick / Opel,Rendezvous,2006,California,0,No,45,Dry,Manslaughter or homicide
62908,Chevrolet,"Chevelle/Malibu Classic, Councours, Laguna**, S-3, Greenbriar, Estate, 300,SS-396/454, Deluxe",1972,California,1,No,45,Dry,None
62909,Yamaha,125-349cc,2019,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62910,Nissan/Datsun,Sentra,2015,California,0,No,70,Dry,None
62911,Chevrolet,Cruze,2012,California,1,No,70,Dry,None
62912,Toyota,RAV4 *,2019,California,0,"Yes, Too Fast for Conditions",25,Dry,Manslaughter or homicide
62912,Toyota,RAV4 *,2019,California,0,"Yes, Too Fast for Conditions",25,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62912,Oldsmobile,Bravada,1999,California,1,No,25,Dry,None
62913,Nissan/Datsun,Sentra,2016,California,0,No,35,Dry,None
62914,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1996,California,0,No,35,Wet,None
62915,Jeep / Kaiser-Jeep / Willys- Jeep,Compass,2007,California,0,"Yes, Too Fast for Conditions",65,Dry,None
62915,Nissan/Datsun,Kicks,2019,California,1,No,65,Dry,None
62915,Ford,F-Series pickup,2005,California,0,No,65,Dry,None
62916,Nissan/Datsun,NV200/eNV200,2019,California,0,No,55,Dry,None
62916,Peterbilt,Medium/Heavy - CBE,2011,California,1,No,55,Dry,None
62917,BMW,5-series,2016,California,0,No,65,Dry,None
62918,Yamaha,450-749cc,2003,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62918,Toyota,Sienna,2011,California,0,No,35,Dry,None
62919,Toyota,Scion xB (2004-2011 only.  See Scion for 2012 on.),2006,California,0,No,25,Dry,None
62919,Honda,450-749 cc,2000,California,1,"Yes, Too Fast for Conditions",25,Dry,None
62920,Chevrolet,"C, K, R, V-series pickup/Silverado",1994,California,1,No,45,Dry,None
62920,Land Rover,Range Rover,2010,California,0,No,45,Dry,None
62921,Nissan/Datsun,350Z/370Z,2005,California,0,No,45,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62922,Dodge,Ram Pickup,2017,California,0,"Yes, Too Fast for Conditions",45,Dry,None
62922,Acura,TLX,2020,California,1,No,35,Dry,None
62923,Ford,Motorhome,1995,California,0,No,25,Dry,None
62924,Yamaha,750cc or greater,2006,California,1,No,35,Dry,None
62925,Volkswagen,Jetta/Jetta SportsWagen,2002,California,0,No,45,Dry,None
62926,Nissan/Datsun,Altima,2012,California,0,No,45,Dry,None
62928,Toyota,Camry,2007,California,1,"Yes, Too Fast for Conditions",25,Dry,None
62929,Dodge,Caravan/Grand Caravan,2017,California,0,No,45,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62929,Dodge,Caravan/Grand Caravan,2017,California,0,No,45,Dry,Serious violation resulting in death
62930,Chrysler,300M/300/300C/300S,2018,California,0,No,55,Wet,None
62931,Kawasaki,750cc or greater,2017,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62931,Ford,Transit,2016,California,0,No,55,Dry,None
62931,Ford,F-Series pickup,2016,California,0,No,55,Dry,None
62932,Toyota,Corolla,2006,California,0,No,35,Not Reported,None
62933,Hyundai,Elantra,2018,California,2,"Yes, Too Fast for Conditions",40,Dry,None
62934,Yamaha,450-749cc,2006,Florida,1,"Yes, Too Fast for Conditions",45,Dry,None
62935,Chevrolet,Camaro,2010,California,1,No,55,Dry,None
62935,Volkswagen,Jetta/Jetta SportsWagen,2006,California,2,No,55,Dry,None
62936,Toyota,Corolla,2006,California,0,No,40,Wet,None
62937,Toyota,Scion tC (2005-2011 only.  See Scion for 2012 on.),2005,California,2,"Yes, Exceeded Speed Limit",55,Not Reported,None
62938,Nissan/Datsun,Xterra,2005,California,0,No,55,Dry,None
62938,Toyota,Camry,2008,California,1,No,55,Dry,None
62938,Chevrolet,G-series van,2014,California,0,No,55,Dry,None
62939,Toyota,Camry,2015,California,1,No,45,Dry,None
62939,Chrysler,200,2013,California,0,No,45,Dry,None
62939,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2018,California,0,No,45,Dry,None
62940,Honda,125-349 cc,2015,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62940,KIA,Optima,2016,California,0,No,25,Dry,None
62941,Harley-Davidson,750cc or greater,2012,California,1,No,35,Dry,None
62941,Peterbilt,Medium/Heavy ï¿½ Unknown engine location,2019,California,0,No,35,Dry,None
62942,Ford,Ranger,2002,California,1,No,55,Dry,None
62943,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1992,Arizona,1,No,70,Wet,None
62944,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2016,California,0,"Yes, Too Fast for Conditions",70,Dry,None
62944,Honda,FCX/Clarity,2018,California,1,No,70,Dry,None
62945,Mitsubishi,Lancer/Lancer Sportback/ Lancer Evolution,2002,California,0,No,55,Dry,None
62945,Suzuki,750cc-over,2009,California,1,No,55,Dry,None
62946,Toyota,Tundra,9999,Reported as Unknown,0,Reported as Unknown,40,Dry,None
62947,Ford,F-Series pickup,2007,California,0,No,35,Dry,None
62948,Freightliner,Medium/Heavy - CBE,2017,California,0,"Yes, Too Fast for Conditions",55,Dry,None
62948,Dodge,"Journey (For 2009-2018 only.  For model years 2019 on, see 07-404.)",2017,California,0,No,65,Dry,None
62948,Chevrolet,"C, K, R, V-series pickup/Silverado",2005,California,1,No,65,Dry,None
62949,Harley-Davidson,750cc or greater,2019,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62950,Hyundai,Santa Fe,2006,California,1,"Yes, Too Fast for Conditions",55,Wet,None
62950,Freightliner,Medium/Heavy - CBE,2007,California,0,No,55,Wet,None
62951,Honda,"Civic/CRX, del Sol",2003,California,0,No,55,Dry,None
62951,Ford,Escort/EXP/ZX2,2002,California,1,No,55,Dry,None
62952,Chevrolet,Malibu/Malibu Maxx,2015,California,0,No,55,Dry,None
62953,Toyota,4-Runner,1997,California,0,No,50,Wet,None
62954,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2016,California,0,No,40,Dry,None
62955,Dodge,Ram Pickup,2003,California,0,No,55,Dry,None
62956,Nissan/Datsun,Frontier (1998 on),2005,California,0,No,65,Dry,None
62957,Chevrolet,Astro Van,1997,California,1,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62957,Toyota,Tacoma,2012,South Carolina,0,No,55,Dry,None
62958,Harley-Davidson,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62958,Nissan/Datsun,Sentra,2013,California,0,No,65,Dry,None
62958,Toyota,4-Runner,2003,California,0,No,65,Dry,None
62958,Honda,Pilot,2003,California,0,No,65,Dry,None
62959,Chevrolet,"C, K, R, V-series pickup/Silverado",2002,California,0,No,40,Dry,None
62960,Chevrolet,Volt,2017,California,0,No,35,Dry,None
62961,Freightliner,Medium/Heavy - CBE,2019,California,0,No,55,Dry,None
62962,Dodge,Ram Pickup,2017,Washington,0,No,65,Wet,None
62963,Ford,F-Series pickup,2017,California,0,No,65,Dry,None
62963,Hyundai,Elantra,2016,California,2,No,65,Dry,None
62964,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1995,California,1,No,65,Dry,None
62965,Pontiac,G6,2006,California,1,No,65,Dry,None
62965,Kenworth,Medium/Heavy - CBE,2009,California,0,No,65,Dry,None
62966,Freightliner,Medium/Heavy - CBE,2015,California,0,No,55,Dry,None
62967,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2012,California,0,"Yes, Too Fast for Conditions",65,Wet,None
62967,Honda,CR-V,2015,California,1,No,65,Wet,None
62968,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1999,California,1,No,55,Dry,None
62969,Harley-Davidson,750cc or greater,2011,California,2,No,55,Dry,None
62969,Honda,750 cc or greater,2009,California,2,No,55,Dry,None
62970,BMW,3-series,2013,Alabama,0,No,55,Dry,None
62971,Mitsubishi,"Outlander (For 2003-2018 only.  For model years 2019 on, see 52-404.)",2015,California,0,No,65,Wet,None
62972,Honda,"Civic/CRX, del Sol",2010,California,0,No,65,Dry,None
62973,Toyota,Corolla,2012,California,0,No,55,Dry,Fail to carry insurance card
62973,Freightliner,Medium/Heavy - CBE,2007,California,1,No,55,Dry,None
62974,KIA,Soul,2018,California,0,No,55,Wet,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62974,Chevrolet,Astro Van,2003,California,1,No,55,Wet,None
62975,Freightliner,Medium/Heavy - CBE,2017,California,0,No,55,Dry,None
62976,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2004,California,0,No,40,Dry,None
62977,BMW,3-series,2003,California,1,No,65,Wet,None
62978,Toyota,Tacoma,2007,California,0,"Yes, Too Fast for Conditions",55,Dry,None
62979,Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",2019,New Mexico,0,No,55,Dry,None
62980,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,65,Dry,None
62981,Toyota,Corolla,2001,Reported as Unknown,1,No,55,Wet,None
62982,Peterbilt,Medium/Heavy - CBE,2012,California,1,No,30,Dry,None
62983,Infiniti,G25/G35/G37,2005,California,1,"Yes, Too Fast for Conditions",65,Dry,None
62984,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,65,Dry,None
62985,Freightliner,Medium/Heavy - CBE,2013,California,0,No,65,Dry,None
62985,Honda,"Civic/CRX, del Sol",2006,California,1,No,65,Dry,None
62986,Chevrolet,Fullsize Blazer/Tahoe,2005,California,0,No,55,Dry,None
62987,Lexus,IS-250/300/350/500/200t,2009,California,1,No,55,Dry,None
62987,Freightliner,Medium/Heavy - CBE,2017,California,0,No,55,Dry,None
62988,Honda,750 cc or greater,2014,California,1,No,65,Dry,None
62988,Kenworth,Medium/Heavy - CBE,2007,California,0,No,65,Dry,None
62989,Mazda,Mazda3,2005,California,0,No,45,Dry,None
62990,International Harvester/Navistar,Medium/Heavy - CBE,2011,California,0,No,65,Dry,None
62990,Other Domestic Manufacturers,Tesla,2018,California,1,"Yes, Racing",65,Dry,None
62990,Toyota,Prius *,2015,California,0,No,65,Dry,None
62990,Toyota,Tacoma,2017,California,0,No,65,Dry,None
62991,Kenworth,Medium/Heavy - CBE,2008,California,0,No,0,Non-Trafficway or Driveway Access,None
62991,Freightliner,Medium/Heavy - CBE,2002,California,1,No,55,Dry,None
62992,Jaguar,XE,2017,California,1,No,55,Dry,None
62992,GMC,G-series van/Savana,2001,California,0,No,55,Dry,None
62992,Freightliner,Medium/Heavy - CBE,2019,California,0,No,55,Dry,None
62993,Toyota,Sienna,1998,California,0,No,35,Dry,None
62994,Lexus,RX300/350,2003,California,1,"Yes, Too Fast for Conditions",65,Wet,None
62995,Peterbilt,Medium/Heavy ï¿½ COE low entry,2009,California,1,No,35,Wet,None
62996,Toyota,Yaris,2007,California,1,"Yes, Too Fast for Conditions",55,Wet,None
62996,Volvo,Medium/Heavy ï¿½ CBE,2018,California,0,No,55,Wet,None
62997,Toyota,Highlander,2005,California,2,"Yes, Too Fast for Conditions",55,Dry,None
62998,Honda,CR-V,2005,California,1,"Yes, Too Fast for Conditions",65,Wet,None
62999,Toyota,Camry,2007,California,0,No,55,Dry,None
63000,Jeep / Kaiser-Jeep / Willys- Jeep,Comanche,1986,California,0,No,65,Dry,None
63001,Chevrolet,Cobalt,2010,California,1,No,65,Dry,None
63001,Mercedes-Benz,M/ML Class,1999,California,0,No,65,Dry,None
63002,Pontiac,Grand Prix (FWD),2006,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63002,Peterbilt,Medium/Heavy - CBE,2014,California,1,No,55,Dry,None
63003,Honda,"Civic/CRX, del Sol",1996,California,1,No,55,Wet,None
63003,Toyota,Tacoma,2015,California,0,No,55,Wet,None
63004,Chevrolet,Cobalt,2008,California,0,"Yes, Too Fast for Conditions",65,Dry,None
63004,Honda,Prelude,1988,California,2,No,65,Dry,None
63004,Isuzu,"Medium/Heavy ï¿½ COE, low entry",2011,California,0,No,65,Dry,None
63005,Volkswagen,Atlas,2019,California,0,Reported as Unknown,45,Dry,None
63005,Toyota,Corolla,2005,California,2,No,45,Dry,None
63005,Chevrolet,Aveo/Aveo 5,2007,California,0,No,45,Dry,None
63006,Buick / Opel,Encore,2018,Nevada,1,No,65,Dry,None
63007,Gillig,Other (bus),2014,California,0,"Yes, Too Fast for Conditions",65,Dry,None
63007,Toyota,Tundra,2006,Maryland,1,No,65,Dry,None
63007,Nissan/Datsun,Sentra,2015,California,0,No,65,Dry,None
63007,Ford,F-Series pickup,2018,California,0,No,65,Dry,None
63008,Toyota,Tacoma,2004,California,1,"Yes, Too Fast for Conditions",70,Dry,None
63009,Volvo,Medium/Heavy ï¿½ CBE,2019,Montana,0,"Yes, Too Fast for Conditions",65,Dry,None
63009,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2015,California,1,No,65,Dry,None
63009,Honda,"Civic/CRX, del Sol",2017,California,0,No,65,Dry,None
63010,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,50,Dry,None
63011,Toyota,Camry,2011,California,1,"Yes, Too Fast for Conditions",50,Dry,None
63012,Honda,Fit,2007,California,2,No,40,Dry,None
63012,Volkswagen,Passat (CC - 2008 thru 2011; see 052 for 2012 on),2012,California,0,No,40,Dry,None
63013,Lexus,GS-300/350/400/430/ 450h/460,2006,California,1,No,35,Dry,None
63013,Honda,CR-V,2015,California,0,No,40,Dry,None
63013,GMC,"C, K, R, V-series pickup/     Sierra",2012,California,0,No,35,Dry,None
63014,Ford,"Crown Victoria  (For 2011 on, code as vehicle model 398)",2011,California,0,No,35,Wet,None
63014,Subaru,Impreza,2017,Illinois,0,No,35,Wet,None
63014,BMW,X3,2013,California,0,No,35,Wet,None
63015,Chevrolet,"C, K, R, V-series pickup/Silverado",2015,California,0,No,25,Dry,None
63016,Honda,"Civic/CRX, del Sol",2015,California,0,"Yes, Too Fast for Conditions",35,Dry,None
63016,Nissan/Datsun,Kicks,2019,California,1,No,35,Dry,None
63017,Chevrolet,Traverse (2013 on.  For 2009-2012 see model 024.),2014,California,0,No,35,Dry,None
63018,Jeep / Kaiser-Jeep / Willys- Jeep,Patriot,2015,Arizona,0,No,25,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
63019,Honda,750 cc or greater,2001,California,1,"Yes, Too Fast for Conditions",45,Dry,None
63020,Toyota,Highlander,2011,California,0,No,40,Wet,None
63021,Honda,750 cc or greater,2002,California,1,No,40,Dry,None
63022,Jeep / Kaiser-Jeep / Willys- Jeep,CJ-5/CJ-6/CJ-7/CJ-8,1981,California,1,No,55,Dry,None
63022,Chevrolet,Fullsize Blazer/Tahoe,2017,California,0,No,55,Dry,None
63023,Harley-Davidson,750cc or greater,2000,California,1,No,50,Dry,None
63024,Ford,Mustang/Mustang II,2006,California,1,No,65,Wet,None
63025,Freightliner,Medium/Heavy - CBE,2016,California,0,No,55,Dry,None
63025,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1974,California,1,"Yes, Too Fast for Conditions",55,Dry,None
63026,Toyota,Camry,2010,California,0,No,65,Dry,None
63026,Lexus,ES-250/300/300h/330/ 350,2005,California,0,No,65,Dry,None
63027,Nissan/Datsun,"Z-car, ZX",1991,California,1,"Yes, Too Fast for Conditions",50,Dry,None
63028,Toyota,Corolla,2006,California,1,No,65,Dry,None
63029,Dodge,Ram Pickup,2003,California,1,No,65,Dry,None
63030,Harley-Davidson,750cc or greater,2013,California,1,"Yes, Too Fast for Conditions",35,Dry,None
63030,Infiniti,G25/G35/G37,2009,California,0,No,35,Dry,None
63031,Toyota,Prius *,2012,California,2,"Yes, Too Fast for Conditions",25,Dry,None
63032,Toyota,Camry,2002,California,1,No,30,Dry,None
63032,Dodge,Charger,2013,California,0,No,30,Dry,None
63033,Toyota,Camry,2014,California,1,No,55,Wet,None
63034,Yamaha,750cc or greater,2006,California,1,No,45,Dry,None
63034,Dodge,Dart (2013 on. See model 001 for 1960-1976.),2014,California,0,No,45,Dry,None
63035,GMC,"C, K, R, V-series pickup/     Sierra",2013,California,0,No,65,Dry,None
63036,Lexus,GS-300/350/400/430/ 450h/460,2014,California,0,No,65,Dry,None
63037,Mercedes-Benz,C Class (94 on),2010,California,1,No,65,Dry,None
63037,Mercedes-Benz,C Class (94 on),2015,California,0,No,65,Dry,None
63038,Lexus,RX330/350/400h/450h,2007,California,0,No,65,Dry,None
63039,Toyota,Camry,2014,California,0,No,45,Dry,None
63040,Suzuki,450-749cc,2012,California,1,"Yes, Too Fast for Conditions",65,Dry,None
63040,International Harvester/Navistar,Medium/Heavy - CBE,2013,California,0,No,65,Dry,None
63041,Chevrolet,"TrailBlazer (2003 on; for 2002 model, see 401)",2005,California,0,"Yes, Exceeded Speed Limit",65,Dry,None
63041,Toyota,Tacoma,2000,California,2,No,65,Dry,None
63041,Toyota,Prius *,2018,California,0,No,65,Dry,None
63042,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
63043,Nissan/Datsun,Altima,2017,California,0,No,40,Dry,None
63044,Volvo,XC90,2007,California,1,"Yes, Too Fast for Conditions",70,Wet,None
63045,Chrysler,200,2015,California,0,No,50,Dry,None
63046,KIA,Optima,2018,California,1,No,65,Dry,None
63046,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2015,California,0,"Yes, Too Fast for Conditions",65,Dry,None
63048,Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",2008,Arizona,1,"Yes, Too Fast for Conditions",35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
