CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
60123,California,SAN MATEO,NOT APPLICABLE,37.29733611,-122.2497694,2019,2,February,3,Sunday,99,Major Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60124,California,KERN,NOT APPLICABLE,35.465575,-119.1193778,2019,2,February,7,Thursday,5,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Rear ,Dark - Not Lighted,0.5
60126,California,SIERRA,NOT APPLICABLE,39.60541389,-120.4209028,2019,1,January,24,Thursday,7,Minor Arterial,State Highway,1,3,0,2,Double,0,Sideswipe - Opposite Direction,Daylight,0.333333333
60127,California,RIVERSIDE,RIVERSIDE,33.96083333,-117.3180306,2019,1,January,14,Monday,2,Interstate,Interstate,1,2,0,2,Double,1,Front-to-Rear ,Dark - Lighted,0.5
60128,California,EL DORADO,NOT APPLICABLE,38.73147778,-120.74725,2019,1,January,1,Tuesday,0,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.25
60129,California,EL DORADO,NOT APPLICABLE,38.68441667,-120.9289944,2019,2,February,2,Saturday,2,Minor Arterial,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60130,California,RIVERSIDE,TEMECULA,33.51558611,-117.1582222,2019,1,January,20,Sunday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,4,0,2,Double,1,Front-to-Front,Dark - Lighted,0.25
60131,California,SACRAMENTO,NOT APPLICABLE,38.68903889,-121.3637167,2019,3,March,3,Sunday,16,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60132,California,MONTEREY,NOT APPLICABLE,36.85867222,-121.7710694,2019,1,January,25,Friday,23,Principal Arterial - Other,State Highway,1,5,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.2
60133,California,SANTA BARBARA,NOT APPLICABLE,34.5176,-120.2174,2019,1,January,31,Thursday,12,Principal Arterial - Other Freeways and Expressways,U.S. Highway,2,3,0,2,Double,0,Angle ,Daylight,0.666666667
60134,California,SAN JOAQUIN,TRACY,37.76313056,-121.4213611,2019,2,February,13,Wednesday,2,Interstate,Interstate,1,1,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60135,California,STANISLAUS,NOT APPLICABLE,37.39163889,-121.0521333,2019,2,February,11,Monday,99,Major Collector,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60136,California,STANISLAUS,NOT APPLICABLE,37.71101667,-120.8890944,2019,2,February,13,Wednesday,19,Major Collector,County Road,1,2,0,2,Double,1,Angle ,Dark - Not Lighted,0.5
60137,California,LOS ANGELES,NOT APPLICABLE,34.57987778,-117.9456889,2019,2,February,23,Saturday,14,Minor Arterial,Unknown,1,8,0,3,Multiple,0,Front-to-Rear ,Daylight,0.125
60138,California,SAN LUIS OBISPO,NOT APPLICABLE,35.18264722,-120.7008444,2019,3,March,13,Wednesday,11,Minor Collector,Local Street - Municipality,1,4,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.25
60139,California,FRESNO,NOT APPLICABLE,36.63436944,-119.6168778,2019,3,March,18,Monday,18,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60140,California,TULARE,NOT APPLICABLE,36.27504444,-119.2607778,2019,2,February,16,Saturday,4,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60141,California,MONO,NOT APPLICABLE,37.52801111,-118.3685278,2019,3,March,29,Friday,10,Principal Arterial - Other,U.S. Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60142,California,SACRAMENTO,NOT APPLICABLE,38.70958056,-121.3634944,2019,1,January,27,Sunday,18,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Sideswipe - Same Direction,Dark - Lighted,0.5
60143,California,LOS ANGELES,NOT APPLICABLE,34.52824444,-118.0920778,2019,1,January,12,Saturday,14,Principal Arterial - Other,State Highway,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60144,California,EL DORADO,NOT APPLICABLE,38.75063056,-120.6099639,2019,1,January,2,Wednesday,15,Major Collector,Unknown,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60145,California,EL DORADO,NOT APPLICABLE,38.73691944,-120.70995,2019,1,January,15,Tuesday,18,Principal Arterial - Other Freeways and Expressways,U.S. Highway,3,4,0,2,Double,0,Angle ,Dark - Lighted,0.75
60146,California,NEVADA,NOT APPLICABLE,39.10820278,-121.0847972,2019,3,March,21,Thursday,20,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60147,California,RIVERSIDE,NOT APPLICABLE,33.943425,-117.0768278,2019,1,January,20,Sunday,22,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,2,Double,0,Angle ,Dark - Not Lighted,0.333333333
60148,California,LOS ANGELES,ROSEMEAD,34.07269722,-118.057025,2019,3,March,15,Friday,21,Interstate,Interstate,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60149,California,SHASTA,NOT APPLICABLE,40.48945278,-122.3966361,2019,3,March,17,Sunday,4,Minor Collector,Local Street - Municipality,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60150,California,SHASTA,NOT APPLICABLE,40.5144,-121.8111,2019,3,March,23,Saturday,12,Principal Arterial - Other,State Highway,1,4,0,2,Double,0,Angle ,Daylight,0.25
60151,California,SACRAMENTO,RANCHO CORDOVA,38.55986667,-121.3701694,2019,1,January,1,Tuesday,16,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,2,Double,1,Front-to-Rear ,Dusk,0.25
60152,California,SHASTA,NOT APPLICABLE,40.66061944,-121.3477139,2019,3,March,25,Monday,11,Principal Arterial - Other,State Highway,1,6,0,3,Multiple,0,Front-to-Rear ,Daylight,0.166666667
60153,California,COLUSA,NOT APPLICABLE,39.015275,-122.0574861,2019,3,March,9,Saturday,18,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60154,California,SACRAMENTO,NOT APPLICABLE,38.46527778,-121.3719694,2019,2,February,26,Tuesday,18,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60155,California,SACRAMENTO,SACRAMENTO,38.48053611,-121.4293472,2019,3,March,3,Sunday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Lighted,0.5
60156,California,SANTA CLARA,SAN JOSE,37.29981944,-121.8139111,2019,3,March,2,Saturday,5,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60157,California,KERN,NOT APPLICABLE,35.44153611,-119.068625,2019,2,February,22,Friday,19,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60158,California,PLACER,NOT APPLICABLE,39.1892,-120.8223,2019,1,January,14,Monday,5,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60159,California,TULARE,NOT APPLICABLE,36.32644444,-119.1515361,2019,1,January,31,Thursday,7,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Rear ,Daylight,0.5
60160,California,TULARE,NOT APPLICABLE,36.25475556,-119.3491111,2019,3,March,5,Tuesday,1,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60161,California,KERN,NOT APPLICABLE,35.42675278,-119.0122333,2019,2,February,11,Monday,21,Principal Arterial - Other,Unknown,2,4,0,2,Double,0,Angle ,Dark - Lighted,0.5
60162,California,KERN,NOT APPLICABLE,34.93230278,-118.9308083,2019,3,March,16,Saturday,15,Interstate,Interstate,1,2,0,2,Double,0,Front-to-Rear ,Daylight,0.5
60163,California,MADERA,NOT APPLICABLE,37.14126111,-119.7330806,2019,1,January,10,Thursday,7,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60164,California,RIVERSIDE,INDIO,33.73427222,-116.211475,2019,3,March,13,Wednesday,1,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60165,California,RIVERSIDE,BLYTHE,33.60676944,-114.6506917,2019,1,January,20,Sunday,18,Interstate,Interstate,1,5,1,4,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.2
60166,California,FRESNO,NOT APPLICABLE,36.70665,-119.8445611,2019,2,February,23,Saturday,18,Minor Arterial,Unknown,1,4,0,2,Double,0,Angle ,Dark - Not Lighted,0.25
60167,California,SISKIYOU,NOT APPLICABLE,41.57751389,-122.4991028,2019,3,March,9,Saturday,7,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60168,California,SAN JOAQUIN,STOCKTON,37.93043889,-121.2955194,2019,2,February,6,Wednesday,5,Interstate,Interstate,2,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60169,California,PLACER,NOT APPLICABLE,39.27085556,-120.7153583,2019,3,March,8,Friday,10,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60170,California,SAN JOAQUIN,NOT APPLICABLE,37.85666667,-121.0434333,2019,3,March,18,Monday,14,Minor Collector,Local Street - Municipality,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60171,California,SANTA CRUZ,NOT APPLICABLE,37.05411111,-122.0738056,2019,2,February,21,Thursday,17,Minor Arterial,State Highway,1,2,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60172,California,HUMBOLDT,NOT APPLICABLE,41.24586389,-124.0881333,2019,1,January,15,Tuesday,12,Principal Arterial - Other,U.S. Highway,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60173,California,BUTTE,NOT APPLICABLE,39.38016111,-121.612825,2019,1,January,20,Sunday,18,Principal Arterial - Other Freeways and Expressways,State Highway,1,7,0,3,Multiple,0,Front-to-Front,Dark - Lighted,0.142857143
60174,California,BUTTE,NOT APPLICABLE,39.84445278,-121.9442472,2019,1,January,3,Thursday,5,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60175,California,MADERA,NOT APPLICABLE,36.92376389,-120.0924,2019,2,February,1,Friday,18,Minor Arterial,Unknown,1,3,0,2,Double,0,Angle ,Dark - Not Lighted,0.333333333
60176,California,SAN DIEGO,NOT APPLICABLE,33.23276389,-116.9657778,2019,2,February,12,Tuesday,6,Minor Arterial,Unknown,3,5,0,2,Double,1,Front-to-Front,Dawn,0.6
60177,California,SANTA CLARA,SAN JOSE,37.34768333,-121.9058556,2019,1,January,5,Saturday,22,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.2
60178,California,RIVERSIDE,NOT APPLICABLE,33.92328056,-116.7012417,2019,2,February,2,Saturday,19,Interstate,Interstate,1,1,1,2,Double,0,Front-to-Rear ,Dark - Not Lighted,1
60179,California,CONTRA COSTA,LAFAYETTE,37.99143889,-122.0823,2019,2,February,21,Thursday,20,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60180,California,LOS ANGELES,VERNON,33.99836944,-118.1754722,2019,1,January,1,Tuesday,20,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60181,California,LOS ANGELES,MALIBU,34.01560833,-118.81825,2019,1,January,2,Wednesday,23,Local,Unknown,1,9,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.111111111
60182,California,SAN BERNARDINO,NOT APPLICABLE,34.91161667,-116.8033222,2019,1,January,20,Sunday,19,Interstate,Interstate,1,5,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.2
60183,California,CALAVERAS,NOT APPLICABLE,37.92216111,-120.6329306,2019,3,March,10,Sunday,20,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60185,California,SAN BERNARDINO,NOT APPLICABLE,35.44707222,-115.6649667,2019,2,February,9,Saturday,3,Interstate,Interstate,1,3,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.333333333
60186,California,ORANGE,STANTON,33.81088889,-117.9756194,2019,1,January,1,Tuesday,18,Principal Arterial - Other,Unknown,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Unknown Lighting,0.333333333
60187,California,SONOMA,SANTA ROSA,38.48955556,-122.7472139,2019,3,March,20,Wednesday,22,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.5
60188,California,LAKE,NOT APPLICABLE,39.11795833,-122.8879528,2019,4,April,8,Monday,16,Minor Arterial,Unknown,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60189,California,SANTA BARBARA,NOT APPLICABLE,34.95546944,-120.4908917,2019,4,April,11,Thursday,12,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Angle ,Daylight,0.5
60190,California,SAN JOAQUIN,NOT APPLICABLE,37.83131667,-121.2176528,2019,3,March,28,Thursday,2,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60191,California,TULARE,NOT APPLICABLE,36.47356667,-119.4744222,2019,3,March,1,Friday,18,Minor Collector,Unknown,1,4,0,3,Multiple,0,Angle ,Dusk,0.25
60192,California,LOS ANGELES,LONG BEACH,33.78025278,-118.2075778,2019,2,February,25,Monday,0,Principal Arterial - Other Freeways and Expressways,Interstate,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60193,California,ORANGE,SAN JUAN CAPISTRANO,33.51901389,-117.6648972,2019,3,March,22,Friday,20,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60194,California,RIVERSIDE,NOT APPLICABLE,33.48212222,-117.058175,2019,1,January,23,Wednesday,20,Local,County Road,1,1,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60195,California,SAN MATEO,SAN BRUNO,37.61539444,-122.4065778,2019,1,January,9,Wednesday,6,Principal Arterial - Other,Unknown,1,5,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.2
60196,California,SAN DIEGO,SAN DIEGO,32.91710556,-117.1246583,2019,1,January,8,Tuesday,5,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60197,California,LOS ANGELES,LONG BEACH,33.86321389,-118.1599111,2019,1,January,7,Monday,19,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60198,California,MADERA,MADERA,36.97308889,-120.0701028,2019,1,January,7,Monday,18,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60199,California,STANISLAUS,MODESTO,37.63818611,-120.9662778,2019,1,January,7,Monday,17,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60200,California,LOS ANGELES,LOS ANGELES,33.97206944,-118.2651639,2019,1,January,6,Sunday,18,Principal Arterial - Other,Unknown,1,5,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.2
60201,California,LOS ANGELES,EL MONTE,34.06514722,-118.0676028,2019,1,January,7,Monday,5,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60202,California,MADERA,NOT APPLICABLE,37.08357778,-120.4733972,2019,3,March,22,Friday,15,Principal Arterial - Other,State Highway,1,2,0,2,Double,0,Angle ,Daylight,0.5
60203,California,MERCED,NOT APPLICABLE,37.24183611,-121.0875167,2019,4,April,11,Thursday,11,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60204,California,SAN DIEGO,NOT APPLICABLE,33.26141944,-117.1560639,2019,2,February,1,Friday,99,Major Collector,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60205,California,SAN BERNARDINO,RANCHO CUCAMONGA,34.13565833,-117.5877778,2019,1,January,18,Friday,19,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,2,Double,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60206,California,SAN BERNARDINO,NOT APPLICABLE,34.35502222,-117.4378194,2019,3,March,1,Friday,10,Interstate,Interstate,1,3,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.333333333
60207,California,SAN BERNARDINO,SAN BERNARDINO,34.11619444,-117.3026083,2019,3,March,6,Wednesday,3,Interstate,Interstate,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
